Sourceid,Targetid,Weights
0,1,937.422
0,2,58.389
0,3,28.386
0,4,101.532
0,5,14.118
0,6,60.096
0,7,35944.60182999998
0,8,93363.2305680001
0,9,103.864
0,10,294241.85340300004
0,11,42.78
0,12,103.274
0,13,325.839
0,14,2241.001
0,15,126.466
0,16,535.34
0,17,71.34
0,18,4366.937
0,19,57601.08106800043
0,20,351.945
0,21,1643.678
0,22,609.0070000000001
0,23,1018.701
0,24,14440.964
0,25,40.225
0,26,1864.08
0,27,302.496
0,28,214.739
0,29,411.798
0,30,801.357
0,31,33.679
0,32,107.339
0,33,125.808
0,34,157.678
0,35,117.149
0,36,156961.3393799999
0,37,160.899
0,38,414.192
0,39,68.798
0,40,54.278
0,41,161.349
0,42,503.472
0,43,219.534
0,44,735.685
0,45,177.371
0,46,317.456
0,47,60.915
0,48,2971.4369999999994
0,49,26.993
0,50,111.767
0,51,41859.612874999664
0,52,200.097
0,53,486.385
0,54,82.647
0,55,109.852
0,56,164.655
0,57,84.639
0,58,179.333
0,59,496.502
0,60,106.86
0,61,398.87
0,62,158.589
0,63,101.787
0,64,136.006
0,65,159.382
0,66,28.296
0,67,2797.623999999996
0,68,146.466
0,69,248.215
0,70,258.97
0,71,54.799
0,72,237.98800000000028
0,73,215.165
0,74,139.652
0,75,117.891
0,76,546.994
0,78,152.316
0,79,169.344
0,80,49.906
0,81,40923.605157000646
0,82,411.75
0,83,154.177
0,84,92.355
0,85,58.028
0,86,280.389
0,87,37.282
0,88,13604.39674500006
0,89,387.862
0,90,187.882
0,92,159.638
0,93,1004.582
0,94,192.214
0,95,32.096
0,97,41459.108960000005
0,98,13634.288999999992
0,99,44.161
0,100,168.229
0,101,574.375
0,102,103.676
0,103,21484.818
0,104,153.062
0,105,172.675
0,106,220.081
0,108,197.513
0,109,28639.132999999994
0,110,31.471
0,111,58.572
0,112,75.126
0,113,222.466
0,114,700.5
0,116,1106.711
0,117,283.307
0,119,185.291
0,122,76.952
0,123,318.637
0,124,137.67
0,125,58.68299999999999
0,126,1020.352
0,127,67.69000000000005
0,128,73.68
0,129,46.397
0,131,588.867
0,132,122.784
0,133,95.373
0,135,228.904
0,136,188.35
0,139,657.037
0,140,417.354
0,141,202.519
0,142,55.645
0,143,23694.18026
0,144,50.966
0,145,111.496
0,146,319.312
0,147,7399.331030000003
0,148,182.875
0,149,118.783
0,150,166.325
0,151,19.504
0,152,110.253
0,153,22.34
0,154,90.191
0,157,98.298
0,158,128.422
0,159,73.591
0,160,137.719
0,162,7240.794585999997
0,163,482.81
0,165,563.2719999999999
0,166,1386.346
0,168,18.104
0,169,63.133
0,170,82.591
0,171,131.39499999999998
0,174,8291.276
0,175,152.315
0,176,10867.545619999995
0,177,378.163
0,178,52.67
0,181,63.457
0,182,8211.221170999997
0,183,440.002
0,185,96.695
0,186,5380.268
0,187,194.934
0,188,116.839
0,190,398.146
0,191,550.391
0,192,338.026
0,193,533.399
0,195,491.057
0,196,51.698
0,197,2873.569
0,199,4985.491999999999
0,200,148.927
0,201,33.218
0,202,1241.131
0,203,18.104
0,204,3983.713204
0,205,103.123
0,206,108.668
0,207,143.595
0,210,2066.936
0,212,6580.612
0,213,9978.224640000002
0,217,99.064
0,218,39.181
0,219,3065.755
0,222,33.371
0,224,7145.491999999999
0,226,7003.151
0,228,51.227
0,229,469.479
0,230,52.99800000000059
