Sourceid,Targetid,Weights
0,1307,1977.701
0,1310,310.151
0,1312,420.372
0,1315,456.055
0,1331,89.83
0,1333,174.362
0,1344,195.632
0,1345,370.156
0,1351,290.241
0,1363,279.924
0,1374,203.417
0,1375,116.754
0,1396,315.298
0,1401,321.557
0,1404,333.736
0,1406,117.891
0,1408,338.429
0,1415,392.551
0,1417,305.528
0,1427,304.707
0,1431,330.562
0,1432,341.249
0,1437,373.908
0,1441,344.563
0,1443,251.042
0,1448,500.697
0,1450,351.571
0,1451,454.458
0,1452,303.52
0,1454,154.913
0,1458,360.24
0,1461,417.236
0,1462,191.404
0,1463,402.602
0,1470,477.115
0,1471,234.349
0,1484,294.848
0,1485,190.939
0,1488,214.743
0,1501,117.141
0,1511,289.712
0,1512,323.341
0,1513,306.488
0,1523,204.276
0,1533,226.72
0,1535,387.576
0,1536,329.946
0,1546,178.542
0,1547,318.953
0,1552,267.403
0,1554,296.594
0,1555,303.183
0,1556,348.826
0,1557,502.895
0,1558,181.63
0,1562,91.695
0,1573,264.27
0,1574,298.198
0,1582,184.242
0,1584,362.396
0,1585,176.483
0,1591,336.26
0,1593,150.789
0,1595,301.299
0,1600,283.667
0,1607,291.236
0,1609,203.43
0,1612,376.231
0,1621,262.933
0,1622,308.517
0,1623,275.832
0,1626,349.469
0,1632,323.869
0,1637,264.736
0,1647,234.407
0,1650,243.043
0,1651,116.842
0,1652,280.81
0,1661,280.407
0,1682,242.188
0,1698,288.174
0,1703,358.396
0,1706,256.805
0,1712,327.484
0,1717,290.379
0,1720,194.85
0,1723,4.788000000000011
0,1725,203.797
0,1726,109.604
0,1743,149.316
0,1744,331.346
0,1751,84.008
0,1758,232.018
0,1760,218.319
0,1763,303.296
0,1768,291.14
0,1775,222.791
0,1779,236.995
0,1784,266.663
0,1785,277.606
0,1787,236.183
0,1789,316.381
0,1792,265.239
0,1797,299.38
0,1798,136.351
0,1805,133.755
0,1806,209.288
0,1814,197.528
0,1820,253.795
0,1823,196.176
0,1829,9.141
0,1832,123.436
0,1834,65.917
0,1838,44.555
0,1839,142.981
0,1847,295.201
0,1851,243.06
0,1852,244.787
0,1856,246.302
0,1859,397.739
0,1860,261.38
0,1865,203.701
0,1871,265.401
0,1872,344.787
0,1879,135.854
0,1882,206.547
0,1895,297.892
0,1896,270.413
0,1897,31.852
0,1899,218.343
0,1903,285.402
0,1915,104.267
0,1920,219.428
0,1936,303.122
0,1943,284.823
0,1945,177.682
0,1951,237.547
0,1955,262.401
0,1966,215.93
0,1973,195.193
0,1979,160.287
0,1982,262.467
0,1984,78.767
0,1993,213.632
0,1996,219.905
0,2006,319.312
0,2008,177.731
0,2019,165.498
0,2026,210.528
0,2030,115.912
0,2037,185.246
0,2047,287.799
0,2053,178.926
0,2059,289.425
0,2064,233.111
0,2066,276.412
0,2082,205.414
0,2086,250.92
0,2087,172.133
0,2107,240.804
0,2110,232.242
0,2120,135.937
0,2125,265.006
0,2132,185.685
0,2135,225.474
0,2140,223.903
0,2144,189.014
0,2155,181.219
0,2157,51.732
0,2158,198.795
0,2163,246.206
0,2170,181.847
0,2172,218.829
0,2175,179.932
0,2184,28.6
0,2191,227.26
0,2198,192.494
0,2202,173.824
0,2211,191.872
0,2213,120.819
0,2217,206.164
0,2218,121.434
0,2223,161.25
0,2224,117.39
0,2225,255.457
0,2259,46.684
0,2260,243.097
0,2265,112.22
0,2266,168.788
0,2270,209.615
0,2281,260.524
0,2284,206.822
0,2287,207.405
0,2291,180.606
0,2292,53.237
0,2308,107.717
0,2310,190.695
0,2315,143.229
0,2317,202.936
0,2333,87.275
0,2338,334.794
0,2344,150.534
0,2348,88.643
0,2350,145.58
0,2351,187.529
0,2358,165.733
0,2361,144.421
0,2365,183.227
0,2370,131.93
0,2379,176.901
0,2381,123.836
0,2382,218.318
0,2389,203.315
0,2392,145.18
0,2394,169.692
0,2398,188.498
0,2405,105.886
0,2408,115.703
0,2413,176.027
0,2417,267.916
0,2419,175.399
0,2420,166.262
0,2429,120.619
0,2457,179.857
0,2462,155.711
0,2466,236.552
0,2476,121.521
0,2477,58.611
0,2487,148.294
0,2490,157.456
0,2492,122.128
0,2502,191.562
0,2504,177.055
0,2511,176.989
0,2512,135.665
