index,Total_assets,Total_liabilities,Equity,Liquid_assets,Deposits_and_short-term_funding,Long-term_funding,Net_income,Interbank_assets,Interbank_liabilities,Return_on_average_equity_(ROAE),Wholesale_funding,Growth_in_total_assets,Impaired_loans_/_Gross_customer_loans_&_advances,Loan_loss_reserves_/_Impaired_loans,Customer_loans_&_advances_/_Total_assets,Net_charge_offs_(NCOs)_/_Average_gross_customer_loans_&_advances,Unreserved_impaired_loans_/_Total_equity,Total_Common_Equity_/_Core_Tier_1,Total_Capital,Exchange_rate_from_original_currency,Gross_loans_&_advances_to_customers,Wholesale_funding_/_Total_funding_excluding_derivatives,Loans_&_advances_to_customers_/_Total_deposits_&_other_interest-bearing_liabilities,Financial_assets:_Available_for_sale_(AFS),Total_Earning_Assets,Unadjusted_leverage_ratio_(computed),Tier_1_Ratio,Interest_Expense,Tier_1_Capital,Long-term_borrowings_and_debt_securities_at_historical_cost_>_1_year,Impaired_/_Non-performing_loans_to_customers,Other_reserves,Interest_expense_on_customer_deposits,Interest_expense_/_average_interest_bearing_liabilities,Interest_expense_on_customer_deposits_/_Average_customer_deposits,Total_capital_adequacy_ratio,Interest_income_/_average_interest_earning_assets,Interest_income_on_bank_loans_(including_central_banks),Other_administrative_expenses,Interest_income_on_loans_/_Average_gross_customer_loans_&_advances,Other_interest_income,Effective_tax_rate,Total_net_trading_income_(losses)_and_fair_value_(FV)_gains_(losses),Savings_deposits,Total_equity_/_Risk-weighted_assets_(RWAs),Growth_in_net_customer_loans_&_advances,Net_loans_&_advances_to_customers,Net_gains_(losses)_on_other_securities_(including_FV_through_OCI),Customer_deposits_/_Total_funding_excluding_derivatives,Operating_revenue_after_impairments,Net_interest_income_(expenses)_/_Average_total_assets,Liquid_assets_(including_available_for_sale_&_held_to_maturity)_/_Total_assets,Impaired_loans_+_foreclosed_assets_/_gross_customer_loans_&_advances_+_foreclosed_assets,Financial_assets:_Held_to_maturity_(HTM),Risk_weighted_asset_intensity_(RWA_/_Total_Assets),Minimum_risk_assets,Gross_loans_&_advances_to_customers_/_Customer_deposits,Number_of_employees,Net_interest_margin_(average_interest_earning_assets),Loans_&_advances_to_customers_/_Deposits_&_short-term_funding,Profit_attributable_to_group_equity_holders,Interest_income_on_customer_loans_&_advances,Total_other_earning_assets,Total_equity_/_Total_liabilities_excluding_hybrid_capital_and_subordinated_liabilities,Capital_funds_/_Total_assets,Growth_in_gross_customer_loans_&advances,Capital_funds_/_Net_loans_&_advances_to_customers,Time_deposits,Non-interest_income_/_Operating_revenues,Net_interest_margin_(interest_earning_assets),rank_next_quarter
0,3385581000,3067739000,317842000,1373727000,2629343000,141798000,13172000,360580000,202345000,16.64053161,402738000,0.100113,0.729008545,231.3497516,37.686353,0.116028317,-3.909804242,282480000,288983000,1,1297790000,14.081236,44.00936823,218265000,2680097000,5.700161,17.258,15987000,282482000,141541000,9461000,-17130000,11801000,2.201827,1.975527,18.4535,5.925788,5621000,9545000,6.967272,6873000,21.016969,5306000,1317961000,20.80875,0.930195,1275902000,-519000,82.808282,35873000,2.823852326,52.043888,0.751186,388261000,45.116156,462023000,54.795995,226649,4.242533,48.52550618,13173000,22503000,1404195000,10.36165819,9.395698995,0.911931,24.9313035,248390000,35.887389,4.260172,1
1,2465234000,2236225000,229009000,617809000,2141057000,20361000,8006000,62530000,136954000,13.95326545,205114000,0.629846,0.579650329,219.2747144,41.72395,0.089524656,-3.145291233,184779000,189897000,1,1041835000,9.44827,46.89033713,154380000,2009404000,5.307291,13.3218,9733000,184779000,18964000,6039000,-19041000,7529000,1.780504,1.535787,14.3554,5.015819,4464000,6159000,5.765273,1227000,7.166048,1877000,1322883000,20.721458,-0.097223,1028593000,-1000,90.114219,19883000,2.47810902,49.532012,0.601499,603271000,44.830552,321072000,53.255271,135114,3.331782,48.04136462,8006000,15021000,980811000,10.2472763,9.346212165,-0.06446,22.40011355,139278000,27.884615,3.294075,1
2,1657372000,1490469000,166903000,631384000,1331884000,38660000,3934000,108675000,82963000,9.424983754,153620000,-3.062185,0.777048648,327.9246056,36.934376,0.229032645,-6.665548253,150635000,165977000,1,628146000,11.041805,43.22320527,211691000,1329664000,5.739166,15.6386,12045000,152763000,28160000,4881000,-28773000,9878000,3.314393,3.189448,17.7727,7.089959,2461000,3707000,8.724657,3619000,27.680706,1888000,147744000,16.244763,0.781869,612140000,-1000,87.469326,14677000,2.758457652,53.381015,0.781155,253338000,61.991304,219042000,51.617521,188389,3.915658,45.96045902,3863000,13647000,717524000,11.27746595,10.70387336,0.792999,28.98078871,120252000,28.790481,3.916198,1
3,1704891000,1543412000,161479000,411867000,1430393000,56282000,6586000,64630000,35700000,16.25390244,113116000,2.218738,0.946923079,169.646812,52.286803,0.093664052,-3.700171539,141532000,155056000,1,905987000,7.578058,59.26186673,121704000,1433192000,5.86402,12.35,6382000,141532000,46511000,8579000,-13447000,5185000,1.706899,1.514854,14.41,5.586819,1901000,3879000,6.341795,889000,14.810503,643000,368838000,16.648493,-0.136783,891433000,-28000,92.019779,18124000,3.27658878,39.831344,0.981569,267214000,56.891124,193799000,65.959089,202690,4.092178,62.32084469,6583000,14371000,541759000,10.52912644,10.04463042,-0.097919,19.21064174,182727000,28.450821,4.108311,2
4,1432097593,1346597100,85500493.22,642583288.6,1069893753,141098884.3,2248615.009,214872884.4,147903923.4,10.36113612,423065189,-2.044017,0.343547305,220.8333333,47.026006,0.058191433,-3.294752539,62952872.38,80882598.4,0.758898079,678606662.6,33.974047,51.80206527,52909615.2,1382602260,4.224129,17.2,10355923.19,71215754.67,132548379.6,2331334.9,-2672080.138,7784017.6,3.130812,3.893398,19.6,4.547424,895499.7337,2243302.723,6.407611,6863239.794,20.724059,358958.7916,518230249.3,20.676846,2.098539,673458298,-19731.35006,63.274135,8321317.441,1.529083182,44.335599,0.343547,231050314.8,28.874316,5631023.749,86.125526,103094,1.868852,62.94627816,2192456.551,10758898.07,709143962.4,6.389948864,6.567359538,2.098605,13.96537813,137057752,37.865485,1.887452,2
5,1485720557,1400398698,85321859.23,137162887.5,1156359263,36316664.61,8146877.128,105473492.4,253825149.7,12.79234331,298946392,0.898401,0.278668045,166.509047,59.890134,0.071359911,-1.941868642,62906367.11,76703335.3,0.758898079,893948012.5,25.065182,69.88957737,89036958.27,1369707755,3.705769,15.39,33317071.39,68447294.47,128055703,2491147.452,3400654.926,19885108.89,2.629913,2.231107,17.25,3.517786,3961967.82,251687.7891,4.047261,8271609.618,25.419714,1650645.062,55986946.91,23.883787,1.430889,889800026.6,145278.8949,74.934818,27249956.72,1.271567919,28.265565,0.278668,59723761.05,24.044735,84238334.15,100.024446,93753,1.125388,76.94840653,8143050.005,35923386.18,479907728.2,6.129893595,6.314960984,1.44125,10.54424261,453992894.8,50.638763,1.103696,1
6,1059496392,1000516425,58979967.32,92730150.95,863762870.2,35735245.48,4661633.145,67106365.58,111885573.3,10.46882373,168068998.1,1.667684,0.586728499,128.8152728,66.480001,0.157687948,-2.034420563,42370799.09,56410686.76,0.758898079,709717224.9,18.684753,75.66879786,60881839.52,979222953.6,3.742444,14.56,21324521.5,48581619.45,146880928.8,4164113.224,-5569902.098,19673522.79,2.296896,2.709574,16.9,3.244619,1866902.935,224930.5607,3.673895,568414.6615,25.372966,1147944.144,264324960,20.559496,0.19656,704353211.1,98341.80762,81.315247,16150607.86,1.311074302,24.403355,0.586728,21394854.65,27.076503,65662502.79,97.031579,91013,1.107291,81.54474282,4596125.063,26046144.78,274869742.5,5.93803814,6.251988913,0.216175,9.404315325,416754811.8,41.932325,1.102405,4
7,947525308.5,891219839.9,56305468.58,117582733.5,756871763.1,41363002.93,2094887.302,89957818.86,72967154.83,4.898339738,127695650.7,-0.186841,0.415247929,135.5767598,54.545667,0.067990447,-1.36372331,38623879.46,50469511.99,0.758898079,519760144.5,15.997255,62.64968819,40852242.51,870092120.4,3.827961,13.99,19909014.18,43839265.35,111921529.9,2158293.237,-67474.38714,14151102.67,2.394101,2.120156,16.1,3.484206,2238436.668,196990.969,4.196976,0,25.138547,-300821.1275,214963952.2,21.770246,-1.050025,516834000.5,111356.1508,84.002745,14190381.71,1.465923293,37.274355,0.415248,87659558.25,27.295838,65033248.03,77.51377,57350,1.236237,68.28554396,2090592.698,21926188.8,353258119.9,6.361469278,6.588074558,-1.016247,12.07808962,319782432.8,32.748433,1.237812,4
8,798831001.4,780286747.3,18544254.06,254392805,400987315.8,76805921.35,1236504.679,141855247,143951208.5,10.68520101,220757129.8,4.589394,2.331387209,66.06862533,31.160412,0.131610751,6.425051238,18279663.8,34229669.97,1.059399486,248919035.1,46.203486,53.82556883,11116345.98,495727396.8,2.7429485,19.52,9225443.793,29473307.49,61467685.58,4472257.27,853957.5591,3977650.501,2.5041995,4.0347615,22.67,3.347654,4022845.118,756655.572,6.0876505,645343.9722,20.1861535,1451356.553,94717.71144,15.730371,7.416914,248919035.1,21501.508,53.796514,3944495.127,0.509698208,38.903866,2.331387,37068271.76,18.134602,112537558,96.84205,12582,1.3673965,62.07653591,847946.9175,5899398.774,246808361.7,2.424248662,4.241509127,7.416914,13.61185167,0,47.461738,1.378695,4
9,715641647.8,676641116.6,39000531.2,313656370.7,516688168.4,93588828.95,1085224.254,76462775.99,66739014.9,11.11791403,223179023.9,0.829948,0.48271828,142.0107034,57.074807,0.058693191,-2.138506742,29392881.51,38256811.08,0.758898079,411270395.1,35.560089,62.65166269,46251043.45,665397282.6,3.213729,13.7,6361842.6,33143355.82,88690141.84,1985277.376,557790.0884,5286484.021,3.890531,5.423254,15.9,5.345584,556272.2922,868938.3009,5.780726,900053.1222,20.863309,509220.6113,168103513.6,16.172236,-0.010589,408451088.7,20490.24814,61.678011,3878728.084,1.378311611,34.03411,0.485105,48369127.99,33.698055,9921833.49,106.244523,48718,1.695738,79.05175959,1027548,5942171.962,256946193.9,5.805875807,6.134245881,0.048184,10.74772954,122445928.4,44.655379,1.695013,3
