index,Total_assets,Total_liabilities,Equity,Liquid_assets,Deposits_and_short-term_funding,Long-term_funding,Net_income,Interbank_assets,Interbank_liabilities,Return_on_average_equity_(ROAE),Wholesale_funding,Growth_in_total_assets,Impaired_loans_/_Gross_customer_loans_&_advances,Loan_loss_reserves_/_Impaired_loans,Customer_loans_&_advances_/_Total_assets,Net_charge_offs_(NCOs)_/_Average_gross_customer_loans_&_advances,Unreserved_impaired_loans_/_Total_equity,Total_Common_Equity_/_Core_Tier_1,Total_Capital,Exchange_rate_from_original_currency,Gross_loans_&_advances_to_customers,Wholesale_funding_/_Total_funding_excluding_derivatives,Loans_&_advances_to_customers_/_Total_deposits_&_other_interest-bearing_liabilities,Financial_assets:_Available_for_sale_(AFS),Total_Earning_Assets,Unadjusted_leverage_ratio_(computed),Tier_1_Ratio,Interest_Expense,Tier_1_Capital,Long-term_borrowings_and_debt_securities_at_historical_cost_>_1_year,Impaired_/_Non-performing_loans_to_customers,Other_reserves,Interest_expense_on_customer_deposits,Interest_expense_/_average_interest_bearing_liabilities,Interest_expense_on_customer_deposits_/_Average_customer_deposits,Total_capital_adequacy_ratio,Interest_income_/_average_interest_earning_assets,Interest_income_on_bank_loans_(including_central_banks),Other_administrative_expenses,Interest_income_on_loans_/_Average_gross_customer_loans_&_advances,Other_interest_income,Effective_tax_rate,Total_net_trading_income_(losses)_and_fair_value_(FV)_gains_(losses),Savings_deposits,Total_equity_/_Risk-weighted_assets_(RWAs),Growth_in_net_customer_loans_&_advances,Net_loans_&_advances_to_customers,Net_gains_(losses)_on_other_securities_(including_FV_through_OCI),Customer_deposits_/_Total_funding_excluding_derivatives,Operating_revenue_after_impairments,Net_interest_income_(expenses)_/_Average_total_assets,Liquid_assets_(including_available_for_sale_&_held_to_maturity)_/_Total_assets,Impaired_loans_+_foreclosed_assets_/_gross_customer_loans_&_advances_+_foreclosed_assets,Financial_assets:_Held_to_maturity_(HTM),Risk_weighted_asset_intensity_(RWA_/_Total_Assets),Minimum_risk_assets,Gross_loans_&_advances_to_customers_/_Customer_deposits,Number_of_employees,Net_interest_margin_(average_interest_earning_assets),Loans_&_advances_to_customers_/_Deposits_&_short-term_funding,Profit_attributable_to_group_equity_holders,Interest_income_on_customer_loans_&_advances,Total_other_earning_assets,Total_equity_/_Total_liabilities_excluding_hybrid_capital_and_subordinated_liabilities,Capital_funds_/_Total_assets,Growth_in_gross_customer_loans_&advances,Capital_funds_/_Net_loans_&_advances_to_customers,Time_deposits,Non-interest_income_/_Operating_revenues,Net_interest_margin_(interest_earning_assets),rank_next_quarter,srisk_ratio,srisk_value
0,2337646000.0,2091427000.0,246219000.0,1084769000.0,1776586000.0,116614000.0,7457000.0,367094000.0,155200000.0,12.137415,311363000.0,-1.245434,0.69408,197.498493,40.338871,0.15772,-2.627742,206848000.0,214091000.0,1.0,956086000.0,16.049168,47.699259,356638000.0,1998848000.0,5.889729,14.1903,3620000.0,206851000.0,112809000.0,6636000.0,1756000.0,2324000.0,0.727098,0.593393,15.3935,3.581356,686000.0,8378000.0,5.152621,2622000.0,22.972833,3875000.0,901359000.0,19.38746,1.922738,942980000.0,123000.0,81.535594,24823000.0,2.454699,48.438001,0.728863,47540000.0,54.327772,146859000.0,60.441499,201005,3.390975,53.078207,7464000.0,12202000.0,1055868000.0,11.794233,10.695546,1.884046,26.514242,100800000.0,44.957487,3.368466,1,0.0,-18202.7
1,1852983000.0,1640825000.0,212158000.0,500612000.0,1560991000.0,11432000.0,6292000.0,107432000.0,55813000.0,11.877413,99329000.0,2.206703,0.506069,191.198044,51.83237,0.099232,-2.109748,154626000.0,158665000.0,1.0,969829000.0,6.286618,60.117011,238472000.0,1632600000.0,5.625261,12.4605,2064000.0,154626000.0,9688000.0,4908000.0,-3491000.0,1546000.0,0.520357,0.426985,13.4227,3.545223,375000.0,4882000.0,4.436716,647000.0,22.022555,2826000.0,1051037000.0,21.402731,1.142805,960445000.0,2080000.0,93.233384,17279000.0,2.685682,38.604618,0.541142,214725000.0,53.495688,102452000.0,65.836192,137072,3.267847,61.527901,6292000.0,10697000.0,672155000.0,12.943717,11.543657,1.130779,22.271135,61530000.0,32.512612,3.236397,2,1.7,7751.4
2,1453998000.0,1303262000.0,150736000.0,581849000.0,1151222000.0,60234000.0,4375000.0,182992000.0,59599000.0,11.633163,178186000.0,-1.284324,0.819595,204.346218,44.612647,0.26182,-3.742968,130791000.0,145989000.0,1.0,659716000.0,14.599486,52.038819,257977000.0,1294802000.0,5.370227,13.0322,3797000.0,132918000.0,48234000.0,5407000.0,-20034000.0,2773000.0,1.198545,1.064684,15.4252,4.501102,559000.0,3563000.0,6.50301,1386000.0,21.269328,1432000.0,324369000.0,16.165897,0.950103,648667000.0,423000.0,84.659913,12879000.0,2.949456,45.373859,0.827412,77886000.0,64.128839,77667000.0,63.847397,158759,3.697089,56.345952,4330000.0,10674000.0,646135000.0,11.673541,11.192313,0.966791,25.087757,62087000.0,26.949634,3.697061,2,,
3,1712919000.0,1545526000.0,167393000.0,516698000.0,1417634000.0,86952000.0,3346000.0,79085000.0,45849000.0,7.983751,158421000.0,0.255831,0.676746,147.952191,53.589633,0.08317,-1.797566,145149000.0,158615000.0,1.0,927231000.0,10.514505,61.110627,268326000.0,1512860000.0,6.315071,12.5911,2875000.0,145149000.0,75015000.0,6275000.0,1028000.0,2143000.0,0.761083,0.638192,14.4047,3.802778,490000.0,6140000.0,4.515866,707000.0,19.159217,289000.0,1079959000.0,15.075307,0.857337,917947000.0,0.0,89.345851,16865000.0,2.666692,39.147852,0.708443,153873000.0,64.823772,121590000.0,68.879446,232982,3.233276,64.752045,3341000.0,10425000.0,594913000.0,10.915115,10.469263,0.830804,19.535986,117796000.0,34.817397,3.214417,2,3.6,16386.9
4,1075448296.0,1008806201.0,66642095.29,489990867.0,796949824.5,116476440.3,4638297.735,145530390.8,104672489.3,14.025494,319783425.2,0.700705,0.431571,146.668865,49.325721,0.292958,-1.613437,41825226.73,56323706.54,0.759878,533851807.9,34.166311,54.158543,84425529.42,1039749209.0,3.740336,13.5,6825987.64,46871579.16,108326744.5,2303951.3,0.0,5168692.856,1.381212,1.766844,16.3,3.107461,231762.9111,3367781.055,4.65928,0.0,20.965656,556990.865,433848011.5,19.233646,1.005714,530472628.7,-20516.71672,63.426008,13454406.9,1.729906,42.007292,0.431571,99161851.17,32.21792,3695288.645,89.928114,89031,2.166013,66.562864,4539513.544,12369300.55,509276580.7,6.659837,6.954476,1.097824,14.099086,62712004.23,36.635155,2.156785,2,,
5,1085816837.0,1022272006.0,63544830.95,705557729.9,751577485.4,115061546.8,4915653.35,262390569.8,175603338.3,15.58767,358129168.7,1.566715,0.464969,104.973118,44.572916,0.162333,-0.176981,47252278.24,59185408.58,0.759878,486354089.0,40.091156,50.605798,43834345.21,1015919423.0,3.750901,13.2,8376899.448,51566107.9,107603340.3,2261398.109,0.0,4984802.284,1.741034,1.968155,15.2,3.179251,320668.6835,3075987.751,3.95383,3511398.072,18.924677,701367.7604,48383737.17,16.305747,1.17936,483980228.9,31914.89267,56.925685,15382218.39,1.414472,43.548727,0.464969,34030394.13,35.890786,19992400.62,95.643,82801,1.857995,64.395254,4813069.767,9559270.234,531939194.0,6.261723,6.539136,1.168738,14.670648,154772031.9,52.624368,1.84617,2,2.27,10321.0
6,825350279.6,772012895.1,53337384.44,343842695.0,573974147.2,107490878.3,1753799.34,126895133.0,98020513.82,13.158214,292108654.0,1.820594,0.839799,98.870497,55.827727,0.000656,0.08263,35393615.97,45478722.06,0.759878,464632205.1,41.459235,63.384012,45378418.11,781241618.2,3.671629,12.2,2975683.803,38984801.28,101980240.1,3901975.569,-655015.1782,2642097.186,1.636336,2.735012,14.2,3.234813,161854.0986,1462765.914,4.834172,80547.11008,20.523416,887537.9677,129575984.0,16.665361,0.532689,460774302.5,94984.79962,55.261688,5360182.212,1.611221,35.698667,0.839799,16599543.58,38.7774,8285714.041,119.333402,101813,2.047364,80.277884,1623860.134,5601063.664,320467315.8,6.958542,7.130066,0.508909,12.77155,140633734.4,44.4601,2.02869,2,3.9,17753.8
7,647564570.5,608753021.5,38811549.0,246896649.2,427341172.8,96746197.75,907294.806,85099541.56,69124618.02,9.390576,235381452.0,1.550919,0.582234,70.368962,52.768087,0.043307,1.525178,27409573.66,36732521.71,0.759878,343113211.7,43.26575,61.650702,49023554.78,591825210.5,3.890102,13.0,2547112.387,31307749.83,91430848.36,1997720.306,-389817.6177,1674012.109,1.818982,2.350262,15.2,3.46886,148176.2874,1107902.703,4.5593,0.0,21.031746,57750.75817,136265953.4,16.110829,1.603975,341707436.7,51671.731,53.067384,4148936.048,1.591131,41.097636,0.582234,18595744.13,37.201462,37084345.41,118.84523,45513,2.084781,79.961272,867781.1294,3879939.095,250117773.8,6.431741,6.814285,1.608272,12.913649,66424010.19,41.116751,2.065359,2,4.08,18574.4
8,589877042.0,573282179.3,16594862.64,165789103.6,282526076.0,64022557.66,0.0,69118299.4,84221287.03,0.0,148243844.7,-7.30373,0.0,0.0,33.97336,0.0,0.0,0.0,0.0,1.1234,200401053.1,42.777212,59.595565,0.0,355536955.9,0.0,0.0,0.0,0.0,53742325.6,0.0,904336.8822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7907,200401053.1,0.0,57.222788,0.0,0.0,35.512739,0.0,0.0,0.0,96670804.21,101.057092,0,0.0,70.931879,0.0,0.0,155135902.8,2.947568,4.55605,15.7907,13.410655,0.0,0.0,0.0,4,6.93,84836.2
9,495139803.0,465823694.4,29316108.56,132724160.2,351454396.9,67531153.02,906534.9276,52910332.78,40550150.78,12.461157,158430086.5,1.413492,0.466473,102.625938,61.096617,0.058703,-0.127009,21053950.75,27244680.05,0.759878,303968836.0,36.652357,67.884852,35560789.22,466207433.0,3.245509,12.9,1881458.911,23443008.43,63971882.61,1417933.089,-263677.8038,1550151.93,1.676072,2.395797,15.0,3.46853,79027.35329,1016717.295,4.105194,284954.3989,22.127937,177051.6665,128316105.6,16.084181,0.674691,302513668.9,4559.270382,60.278777,3303951.27,1.731516,29.892389,0.466473,15284953.96,36.811161,2917933.044,116.661855,45157,2.12203,86.0748,876139.7917,3108662.522,163693764.2,6.341848,6.639615,0.707936,10.867403,67992399.21,41.031579,2.095573,3,3.27,14864.9
