index,Total_assets,Total_liabilities,Equity,Liquid_assets,Deposits_and_short-term_funding,Long-term_funding,Net_income,Interbank_assets,Interbank_liabilities,Return_on_average_equity_(ROAE),Wholesale_funding,Growth_in_total_assets,Impaired_loans_/_Gross_customer_loans_&_advances,Loan_loss_reserves_/_Impaired_loans,Customer_loans_&_advances_/_Total_assets,Net_charge_offs_(NCOs)_/_Average_gross_customer_loans_&_advances,Unreserved_impaired_loans_/_Total_equity,Total_Common_Equity_/_Core_Tier_1,Total_Capital,Exchange_rate_from_original_currency,Gross_loans_&_advances_to_customers,Wholesale_funding_/_Total_funding_excluding_derivatives,Loans_&_advances_to_customers_/_Total_deposits_&_other_interest-bearing_liabilities,Financial_assets:_Available_for_sale_(AFS),Total_Earning_Assets,Unadjusted_leverage_ratio_(computed),Tier_1_Ratio,Interest_Expense,Tier_1_Capital,Long-term_borrowings_and_debt_securities_at_historical_cost_>_1_year,Impaired_/_Non-performing_loans_to_customers,Other_reserves,Interest_expense_on_customer_deposits,Interest_expense_/_average_interest_bearing_liabilities,Interest_expense_on_customer_deposits_/_Average_customer_deposits,Total_capital_adequacy_ratio,Interest_income_/_average_interest_earning_assets,Interest_income_on_bank_loans_(including_central_banks),Other_administrative_expenses,Interest_income_on_loans_/_Average_gross_customer_loans_&_advances,Other_interest_income,Effective_tax_rate,Total_net_trading_income_(losses)_and_fair_value_(FV)_gains_(losses),Savings_deposits,Total_equity_/_Risk-weighted_assets_(RWAs),Growth_in_net_customer_loans_&_advances,Net_loans_&_advances_to_customers,Net_gains_(losses)_on_other_securities_(including_FV_through_OCI),Customer_deposits_/_Total_funding_excluding_derivatives,Operating_revenue_after_impairments,Net_interest_income_(expenses)_/_Average_total_assets,Liquid_assets_(including_available_for_sale_&_held_to_maturity)_/_Total_assets,Impaired_loans_+_foreclosed_assets_/_gross_customer_loans_&_advances_+_foreclosed_assets,Financial_assets:_Held_to_maturity_(HTM),Risk_weighted_asset_intensity_(RWA_/_Total_Assets),Minimum_risk_assets,Gross_loans_&_advances_to_customers_/_Customer_deposits,Number_of_employees,Net_interest_margin_(average_interest_earning_assets),Loans_&_advances_to_customers_/_Deposits_&_short-term_funding,Profit_attributable_to_group_equity_holders,Interest_income_on_customer_loans_&_advances,Total_other_earning_assets,Total_equity_/_Total_liabilities_excluding_hybrid_capital_and_subordinated_liabilities,Capital_funds_/_Total_assets,Growth_in_gross_customer_loans_&advances,Capital_funds_/_Net_loans_&_advances_to_customers,Time_deposits,Non-interest_income_/_Operating_revenues,Net_interest_margin_(interest_earning_assets),rank_next_quarter,srisk_ratio,srisk_value
0,3308575000.0,3011246000.0,297329000.0,1440958000.0,2658459000.0,66433000.0,9306000.0,392742000.0,220532000.0,12.519212,319131000.0,-2.137023,0.736593,224.740356,32.637948,0.066469,-3.393211,264466000.0,269897000.0,1.0,1098028000.0,11.379203,37.784045,207104000.0,2472973000.0,5.588968,16.38,4861000.0,264470000.0,66170000.0,8088000.0,-21009000.0,3506000.0,0.672641,0.577055,17.48,3.729728,3097000.0,8705000.0,5.147223,3135000.0,20.994991,4166000.0,1481378000.0,20.212451,1.043039,1079851000.0,-952000.0,85.781835,29068000.0,2.195115,56.55196,0.755122,430106000.0,44.460803,597778000.0,45.641608,216524,3.437977,40.619434,9308000.0,14055000.0,1393122000.0,9.874815,8.994567,1.06558,27.558617,102873000.0,40.004576,3.479946,1,11.59,120701.8
1,2407902000.0,2178965000.0,228937000.0,534317000.0,2094844000.0,7168000.0,7531000.0,46586000.0,73160000.0,13.101407,93681000.0,-1.316382,0.48757,246.436459,41.917071,0.051145,-3.186029,185255000.0,191303000.0,1.0,1021597000.0,4.440689,47.238329,205240000.0,2103086000.0,5.488811,13.47,1679000.0,185255000.0,5683000.0,4981000.0,-18689000.0,1212000.0,0.31199,0.239085,14.39,3.024377,802000.0,5856000.0,4.153531,637000.0,14.235281,2324000.0,1531813000.0,21.689828,0.159768,1009322000.0,12000.0,95.199386,19564000.0,2.375615,48.920222,0.517563,643634000.0,43.835007,174243000.0,50.86796,135411,2.985913,48.181249,7531000.0,10598000.0,1093764000.0,10.513851,9.569409,0.190555,22.829384,38058000.0,29.658947,3.023128,1,8.55,89097.5
2,1714474000.0,1551627000.0,162847000.0,675077000.0,1386736000.0,32619000.0,4301000.0,103844000.0,91791000.0,10.49815,160161000.0,-0.339125,0.732969,327.081488,35.075073,0.119132,-6.297322,147938000.0,165171000.0,1.0,616124000.0,11.083047,40.640582,230447000.0,1344585000.0,5.509685,14.64,4265000.0,150062000.0,22119000.0,4516000.0,-31999000.0,3185000.0,1.143208,1.012202,16.87,4.639775,1153000.0,3836000.0,6.607009,1739000.0,22.684853,2162000.0,188162000.0,15.555394,-1.686051,601353000.0,-15000.0,87.135483,14360000.0,2.659616,54.643232,0.734742,261767000.0,61.061552,263811000.0,48.93003,190639,3.784045,43.364635,4240000.0,10260000.0,743232000.0,10.566748,10.110798,-1.607971,28.826164,75639000.0,26.018788,3.814563,1,,
3,1712442000.0,1553955000.0,158487000.0,381906000.0,1465300000.0,35396000.0,3758000.0,82922000.0,29096000.0,9.369556,82706000.0,-0.005431,0.729647,188.379854,52.032828,0.044847,-3.676011,137609000.0,151250000.0,1.0,903450000.0,5.48632,58.723447,114714000.0,1489010000.0,5.817977,11.71,1564000.0,137609000.0,24575000.0,6592000.0,-11683000.0,1198000.0,0.409787,0.334713,13.65,3.645523,685000.0,5439000.0,4.401844,646000.0,24.719551,680000.0,443209000.0,16.319479,-0.004601,891032000.0,4000.0,94.062667,16721000.0,2.819055,39.846021,0.7436,300434000.0,56.711544,144673000.0,63.713425,210724,3.461704,60.808845,3755000.0,9938000.0,597978000.0,10.270463,9.886933,0.082862,19.001338,44892000.0,31.069736,3.475339,2,4.86,50600.1
4,1435442140.0,1355442140.0,80000000.04,678539457.6,1083221304.0,124182002.6,2506238.304,228165939.0,121832501.6,12.728461,369105583.5,0.851104,0.299258,247.034765,44.055636,0.01891,-3.504172,57684809.76,72662195.92,0.779788,637103088.3,29.612648,47.983265,55552089.86,1390586401.0,3.82527,16.3,2914847.163,62955396.16,115396912.1,1906581.411,-2500779.789,2082033.688,0.881172,0.993043,18.8,2.430927,334529.0083,1745945.104,3.818898,0.0,19.265552,-574703.6809,610998128.8,20.696138,3.377239,632393169.4,32751.09172,67.255052,7521054.277,1.537116,46.931162,0.299258,257397068.1,26.928674,4424516.534,75.99962,93720,1.893807,58.380791,2472707.425,5984092.33,758193231.8,5.940636,6.185209,3.346729,14.03954,91006706.22,29.531813,1.872275,2,,
5,1436441049.0,1355344667.0,81096381.82,799412820.1,1041126794.0,118615876.5,2789301.311,324945415.0,225003119.3,13.731088,450542732.6,-0.350541,0.251905,179.553181,44.171192,0.024814,-1.57503,59971147.88,73188552.75,0.779788,637376014.0,37.868128,49.750323,64414379.32,1289712259.0,3.676283,14.3,3779631.942,65663599.53,110731441.1,1605583.282,0.0,2172489.084,1.177023,1.229832,15.9,2.612707,431222.7076,1459762.945,3.355395,1248440.425,21.488147,116968.1847,64894728.66,17.655208,2.867408,634493138.2,21834.06115,59.608273,8506706.18,1.276735,43.825444,0.251905,57863381.19,31.97723,69486899.6,89.872542,88541,1.730056,60.942927,2742514.037,5272145.979,655219120.7,6.018462,6.194533,2.865719,14.023921,201607922.7,47.63979,1.695107,2,3.21,33442.8
6,1007565503.0,950184810.2,57380692.48,401258577.9,682319089.5,144398003.8,2022769.808,166499532.2,102884435.5,14.257448,327896912.2,0.279083,0.575885,121.048918,56.744359,0.053016,-1.21628,40267467.27,53092638.83,0.779788,575750156.2,38.074451,63.597425,66244541.52,954002651.7,3.7023,13.0,3282127.263,45852308.19,137837648.2,3315658.143,1165782.908,2709762.946,1.449901,2.193365,15.0,2.904034,190268.2471,1260137.243,4.245167,102932.0025,18.836045,405489.707,160134903.4,16.251104,3.44976,571736587.9,0.0,57.921572,5725982.535,1.449581,34.80832,0.575885,16802869.63,35.043673,7340143.484,115.422386,90978,1.794346,83.79314,1952588.897,6009825.33,382266063.8,6.080882,6.346093,3.403596,11.183655,142047723.1,39.703417,1.775897,2,4.18,43547.3
7,833077043.4,780835933.0,52241110.44,271948690.1,562181067.0,106060511.6,1064410.481,90227698.11,83834996.92,8.236164,264079070.6,2.570459,0.363313,123.439099,50.116817,0.020269,-0.683643,43250155.98,53129288.86,0.779788,419392545.4,37.70626,57.3043,30624610.12,745832813.8,4.64143,17.3,2220056.146,47320648.81,100256550.3,1523705.553,1139270.119,1359170.306,1.224286,1.353606,19.4,2.987279,177791.6408,1226606.364,4.024312,0.0,19.278533,-657361.1981,207910168.5,19.048025,3.853353,417511697.0,66281.97134,57.70793,4250623.832,1.591353,42.089021,0.363313,78685277.64,32.921323,54262320.67,103.768295,46414,2.151072,74.26641,1027760.45,4141453.527,328321116.8,6.74051,6.967551,3.837213,13.902622,60697130.41,24.879184,2.121561,2,2.77,28881.5
8,732590325.4,716389503.3,16200822.1,211634945.2,348510761.7,69479746.17,0.0,110794108.5,132088112.6,0.0,201567858.7,15.157294,0.0,0.0,29.538735,0.0,0.0,0.0,0.0,0.9748,216397911.6,48.223071,53.528541,0.0,402156057.7,0.0,0.0,0.0,0.0,55755647.23,0.0,785765.1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518042,216397911.6,0.0,51.776929,0.0,0.0,34.521626,0.0,0.0,0.0,100840836.8,99.98857,0,0.0,62.092175,0.0,0.0,185758146.1,2.305624,4.08481,0.518042,13.828655,0.0,0.0,0.0,4,7.5,106452.7
9,699305989.1,661233624.8,38072364.34,308233780.6,502148315.9,90640985.7,1299126.638,62007953.87,55357922.67,13.772721,210088895.9,0.295477,0.327482,165.961199,57.604902,0.036695,-2.29805,27852464.14,36182938.26,0.779788,405035870.4,34.378968,63.249999,44140673.76,631529164.4,3.070999,13.2,1999376.171,31221147.86,85682314.45,1326419.215,954460.3872,1655489.708,1.250267,1.754997,15.3,2.857963,123986.2758,898315.6586,3.473505,240174.6726,22.331002,311915.1592,178916094.9,16.074115,2.819298,402834529.2,4678.727388,62.625132,4146132.254,1.4455,31.427201,0.330936,38388178.43,33.870025,19859638.19,105.836279,49505,1.848648,80.22222,1258577.667,3469276.358,228694635.2,5.801283,6.153392,2.803546,10.682062,94978945.77,41.798561,1.844009,2,2.93,30532.7
