index,Total_assets,Total_liabilities,Equity,Liquid_assets,Deposits_and_short-term_funding,Long-term_funding,Net_income,Interbank_assets,Interbank_liabilities,Return_on_average_equity_(ROAE),Wholesale_funding,Growth_in_total_assets,Impaired_loans_/_Gross_customer_loans_&_advances,Loan_loss_reserves_/_Impaired_loans,Customer_loans_&_advances_/_Total_assets,Net_charge_offs_(NCOs)_/_Average_gross_customer_loans_&_advances,Unreserved_impaired_loans_/_Total_equity,Total_Common_Equity_/_Core_Tier_1,Total_Capital,Exchange_rate_from_original_currency,Gross_loans_&_advances_to_customers,Wholesale_funding_/_Total_funding_excluding_derivatives,Loans_&_advances_to_customers_/_Total_deposits_&_other_interest-bearing_liabilities,Financial_assets:_Available_for_sale_(AFS),Total_Earning_Assets,Unadjusted_leverage_ratio_(computed),Tier_1_Ratio,Interest_Expense,Tier_1_Capital,Long-term_borrowings_and_debt_securities_at_historical_cost_>_1_year,Impaired_/_Non-performing_loans_to_customers,Other_reserves,Interest_expense_on_customer_deposits,Interest_expense_/_average_interest_bearing_liabilities,Interest_expense_on_customer_deposits_/_Average_customer_deposits,Total_capital_adequacy_ratio,Interest_income_/_average_interest_earning_assets,Interest_income_on_bank_loans_(including_central_banks),Other_administrative_expenses,Interest_income_on_loans_/_Average_gross_customer_loans_&_advances,Other_interest_income,Effective_tax_rate,Total_net_trading_income_(losses)_and_fair_value_(FV)_gains_(losses),Savings_deposits,Total_equity_/_Risk-weighted_assets_(RWAs),Growth_in_net_customer_loans_&_advances,Net_loans_&_advances_to_customers,Net_gains_(losses)_on_other_securities_(including_FV_through_OCI),Customer_deposits_/_Total_funding_excluding_derivatives,Operating_revenue_after_impairments,Net_interest_income_(expenses)_/_Average_total_assets,Liquid_assets_(including_available_for_sale_&_held_to_maturity)_/_Total_assets,Impaired_loans_+_foreclosed_assets_/_gross_customer_loans_&_advances_+_foreclosed_assets,Financial_assets:_Held_to_maturity_(HTM),Risk_weighted_asset_intensity_(RWA_/_Total_Assets),Minimum_risk_assets,Gross_loans_&_advances_to_customers_/_Customer_deposits,Number_of_employees,Net_interest_margin_(average_interest_earning_assets),Loans_&_advances_to_customers_/_Deposits_&_short-term_funding,Profit_attributable_to_group_equity_holders,Interest_income_on_customer_loans_&_advances,Total_other_earning_assets,Total_equity_/_Total_liabilities_excluding_hybrid_capital_and_subordinated_liabilities,Capital_funds_/_Total_assets,Growth_in_gross_customer_loans_&advances,Capital_funds_/_Net_loans_&_advances_to_customers,Time_deposits,Non-interest_income_/_Operating_revenues,Net_interest_margin_(interest_earning_assets),rank_pre
2491,173743,158644,15099,63271,157940,0,570,19841,525,15.354569,525,-1.239179,1.778503,65.779468,58.881797,-0.008769,4.172462,14885,16096,1,103514,0.332405,64.773332,37673,163341,7.604903,13.3067,63,14885,0,1841,214,63,0.158041,0.158302,14.3893,3.28254,51,183,5.08231,4,0,3,69772,13.498002,1.748471,102303,3,99.667595,1853,3.292285,36.416431,2.061399,0,64.383026,43430,65.758663,37,3.20639,64.773332,570,1304,61038,9.517536,8.690422,1.736661,14.759098,14088,22.342148,3.601619,2
2492,135100,122128,12972,88653,113187,7500,87,60359,0,2.698511,7500,2.373303,1.988137,127.400768,28.340489,-0.055788,-1.649707,12787,13465,1,39283,6.214422,31.725041,27304,129281,8.870436,23.7363,113,12787,7500,781,185,46,0.379052,0.164661,24.9949,2.477713,158,85,5.842526,5,18.691589,0,40883,24.079746,-0.844253,38288,0,93.785578,813,2.222655,65.620281,2.971195,0,39.874907,28294,34.706283,19,2.203219,33.827206,87,576,90993,10.621643,9.601776,-0.767929,33.880067,20616,8.733087,2.356472,2
2493,163992,149706,14286,76331,149155,0,281,12656,3749,8.009121,3749,-0.871647,0.04451,2041.666667,48.871896,0.058785,-4.892902,13940,14691,1,80881,2.513493,53.733365,59039,154835,7.988401,15.0275,103,13940,0,36,346,101,0.274657,0.276229,15.8371,2.709278,30,115,4.688103,2,16.119403,35,51946,15.400537,-1.863643,80146,35,97.486507,1370,2.80245,46.545563,0.167941,0,56.565564,63675,55.624252,48,2.527916,53.733365,281,957,74689,9.542704,8.711401,-1.874409,17.824969,20087,17.275986,3.040022,2
2494,166559,148852,17708,53120,145621,2790,336,13285,0,7.65812,2804,-1.507903,0.6354,294.358974,54.242641,0,-6.420827,16375,17701,1,92068,1.889348,60.875542,38373,156592,8.697661,15.4895,109,16375,2790,585,187,85,0.290789,0.230332,16.7438,2.850757,29,209,4.493531,0,0,0,26006,16.750381,5.241945,90346,0,98.110652,3915,2.821836,39.250356,0.6354,12255,63.471202,43797,63.230477,44,2.644325,62.041876,336,1009,66246,11.89646,10.631668,5.138864,19.600204,21142,69.757344,3.070161,2
2495,193157,171907,21250,66375,170427,0,607,1802,225,11.552278,13205,-3.37077,0.042111,3178.787879,40.027025,0.006443,-4.781176,20811,21860,1,78364,7.748185,45.365464,61518,182299,7.912807,16.6249,150,20811,0,33,439,127,0.344737,0.324853,17.4629,2.75458,6,148,5.50967,21,0.328407,0,64653,16.975555,1.985226,77315,0,92.251815,1687,3.04896,55.933256,0.114765,41664,64.807385,106237,49.842897,33,2.50386,45.365464,607,1069,104984,12.361335,11.001413,1.964764,27.484964,31562,11.726576,3.286908,3
2496,201371,180651,20720,46053,179263,0,509,16688,1188,9.901279,1188,-0.339015,1.175462,94.352941,71.023136,0.011786,0.46332,20575,22179,1,144624,0.662713,79.782219,25945,190271,9.329627,14.0549,94,20575,0,1700,145,94,0.209175,0.210518,15.1506,4.135324,50,207,5.418747,4,43.128492,19,57101,14.153972,0.551904,143020,19,99.337287,2592,4.021545,22.869728,1.201421,0,72.696664,29365,81.215218,59,4.042951,79.782219,509,1954,47251,11.469629,10.289466,0.533867,14.487484,33347,21.759259,4.369442,3
2497,209264,190029,19235,40574,163613,25499,178,8495,0,3.727066,27360,0.112425,0.65005,117.153996,74.848995,-0.010817,-0.914999,18387,19613,1,157834,14.467617,82.824993,30860,201033,6.388878,12.86,376,18387,25499,1026,231,214,0.795959,0.533254,13.7175,3.469168,24,146,4.326649,15,25.523013,0,72227,13.453119,0.843409,156632,0,85.532383,1744,2.878365,19.388906,0.65005,0,68.324222,23751,97.577773,41,2.841593,95.733224,178,1700,44401,10.122139,9.191739,0.854329,12.280377,54082,14.196123,3.071632,3
2498,197069,177069,19999,104733,176797,0,328,56556,0,6.541031,0,4.871351,0.712922,256.033058,42.276056,0.06542,-4.720236,19939,21141,1,84862,0,47.123537,42789,182658,9.820813,20.8049,164,19939,0,605,60,164,0.381077,0.381077,22.0591,2.982473,67,162,5.284119,0,25.959368,48,36321,20.867506,-5.110478,83313,48,100,1494,2.734659,53.145345,6.230037,0,48.631698,48177,47.999683,39,2.651983,47.123537,328,1151,99345,11.294467,10.148222,-5.071815,24.004657,75258,12.5,2.881889,2
2499,58143,51545,6600,10877,51204,0,888,9615,0,51.571688,0,-6.298045,0,0,76.253375,0,-9.227273,6600,7122,1,44945,0,86.586985,2,55433,9.701887,15.8292,75,6600,0,0,0,75,0.567033,0.567033,17.0812,4.303542,13,44,5.29471,0,0,0,22246,15.829236,-3.318941,44336,0,100,1290,3.620813,18.707325,0,0,71.711126,1260,87.776346,9,3.88159,86.586985,888,605,11097,12.804843,11.351323,-3.275443,14.886323,12510,57.829457,4.03314,2
2500,203508,169270,34238,90028,168706,180,430,8233,0,5.082067,180,1.005549,8.757821,18.112935,30.607151,0.004724,13.2572,33047,34051,1,63292,0.106581,36.881684,78097,193653,15.753545,34.7505,91,33047,180,5543,754,90,0.216468,0.21432,35.8062,2.593693,11,99,5.296762,6,16.179337,101,49879,36.00286,-0.691942,62288,101,99.893419,1849,3.040075,64.381253,8.923305,40993,46.729367,122788,37.516152,50,2.488877,36.921034,430,841,131365,20.226857,16.823909,-0.685716,54.967249,56200,16.765819,3.246647,1
2501,147562,133885,13678,51778,132260,1000,168,13096,6777,4.936276,7777,1.319692,1.348917,75.845012,60.316342,0.013422,2.142126,13304,14224,1,89924,5.83596,66.789734,36239,139981,8.416578,14.1868,69,13304,1000,1213,374,57,0.208562,0.18307,15.1679,3.49694,14,151,5.18545,5,20.379147,9,16225,14.585666,1.159302,89004,9,94.16404,1564,3.560685,35.08898,1.810796,0,63.550914,38682,71.662297,48,3.356276,67.294723,168,1159,50977,10.216307,9.269324,1.170064,15.367849,30716,18.233083,3.773339,4
2502,209457,191562,17895,132562,190755,0,174,26110,0,3.950729,0,10.253292,0.970523,114.16309,34.004593,0.012541,-0.553227,17364,18175,1,72023,0,37.338471,102236,199571,7.734521,13.3447,51,17364,0,699,531,51,0.112393,0.112393,13.968,1.963872,11,178,3.879247,2,29.83871,0,85309,13.752796,0.7383,71225,0,100,1428,2.261194,63.288408,0.970523,0,62.122058,48632,37.756808,38,1.878993,37.338471,174,696,128346,9.341623,8.54352,0.717382,25.124605,24778,20.938375,2.262854,4
2503,171053,157995,13059,41515,157195,0,391,555,2738,12.295597,24738,3.909681,0.486957,198.671096,71.573723,-0.001708,-4.548587,13241,14437,1,123625,15.737142,77.88352,37667,161236,7.445666,12.4813,123,13241,0,602,-182,99,0.318853,0.301032,13.6086,4.150853,1,218,5.309258,5,30.79646,42,28820,12.309708,11.918714,122429,42,84.262858,2031,4.170763,24.270255,0.545684,0,62.019959,31071,93.332176,50,3.890726,77.88352,391,1554,38807,8.265504,7.634476,11.845438,10.66659,30361,16.026871,4.357271,2
2504,196741,177055,19686,111995,176327,0,339,8409,0,7.001058,0,1.366383,2.437558,53.575025,40.871501,0.131203,4.683531,18984,20048,1,81475,0,45.603339,100635,189455,9.299409,18.5921,138,18984,0,1986,702,138,0.31464,0.31464,19.6341,2.587862,8,104,4.886683,0,21.162791,17,36884,19.279586,1.712688,80411,17,100,1486,2.830898,56.925094,2.561934,0,51.899706,103586,46.206764,49,2.353066,45.603339,339,987,109044,11.118579,10.006049,1.707716,24.481725,35112,13.88543,2.919955,1
2505,171227,154059,17168,56273,152310,0,277,3416,0,6.501394,0,-2.530284,1.202083,86.798419,60.817511,0.102059,0.97274,16409,17602,1,105234,0,68.371085,50663,159052,5.212698,13.2866,152,16409,0,1265,759,151,0.392412,0.397528,14.2526,3.448953,0,273,4.813464,6,7.04698,23,55159,13.901215,-4.619894,104136,23,100,2816,3.293178,32.86456,1.861413,0,72.126475,52857,69.091983,99,3.131416,68.371085,277,1297,54916,11.143783,10.026456,-4.617142,16.486134,51160,50.347705,3.610277,3
2506,183460,162751,20709,56548,162050,0,307,27598,0,5.995508,0,-0.209416,3.685636,23.235955,65.248556,0.000818,16.495244,20345,21379,1,120739,0,73.869176,25922,173225,10.273177,15.1593,68,20345,0,4450,364,67,0.167386,0.164924,15.9298,3.637921,11,158,5.141708,2,30.385488,29,62904,15.430526,-2.535438,119705,29,100,1855,3.643838,30.823068,3.685636,0,73.153821,28950,74.507251,45,3.495831,73.869176,307,1572,53520,12.724346,11.288019,-2.511122,17.300029,26366,10.053763,3.863184,2
2507,163852,149629,14223,8839,139497,10000,664,7735,0,18.825531,11000,0.737771,1.58217,72.435051,86.597661,0.031532,4.401322,14223,15732,1,143537,7.358007,94.912941,0,159670,7.657148,11.7931,207,14223,10000,2271,0,168,0.555647,0.486902,13.0443,3.765326,8,133,4.21271,0,0.449775,0,37722,11.793141,1.172931,141892,0,92.641993,1382,3.271017,11.194859,1.719796,9504,73.605449,10008,103.639068,36,3.270616,101.716883,664,1503,17778,9.50551,8.680395,1.164323,10.023821,61463,6.903766,3.355726,3
2508,202343,163983,38360,14950,163530,0,361,10150,0,3.725923,0,-0.706634,1.001863,119.614512,42.986908,0.009383,-0.450991,36723,37778,1,88036,0,53.189629,393,178068,17.70406,33.9136,79,36723,0,882,-60,79,0.192835,0.192835,34.8879,3.490265,0,498,6.793099,19,7.672634,0,31560,35.425363,6.820833,86981,0,100,2307,3.549637,44.527362,2.9822,75148,53.515071,79555,53.83477,61,3.429254,53.189629,361,1448,91087,23.392669,18.957908,6.723239,44.101585,45888,21.8899,4.174388,2
2509,62270,56535,5735,24464,56475,0,86,23328,0,6.044101,0,0.254379,0.025037,3550,38.143568,0.126468,-3.609416,5735,5948,1,23965,0,42.057548,11,59791,8.957439,21.1405,15,5735,0,6,0,14,0.10632,0.099232,21.9257,2.529995,51,51,5.294775,0,10.416667,0,17177,21.140519,2.18551,23752,0,100,477,2.617742,59.68203,3.41839,12700,43.56512,13836,42.434706,11,2.440066,42.057548,86,314,36039,10.144158,9.209892,2.074282,24.145335,8560,16.255144,2.722818,2
2510,175953,157647,18306,58112,156869,476,476,10304,0,10.530391,2976,-4.934977,0.626759,166.330935,62.364381,0.047346,-2.5183,16872,18028,1,110888,1.891385,69.739744,45818,167440,7.812232,13.2941,71,16872,476,695,756,58,0.17511,0.15045,14.205,3.323859,15,125,4.996791,4,0,103,69947,14.424054,1.919844,109732,103,98.108615,2050,3.483271,33.027002,0.626759,0,72.128921,47808,71.833075,48,3.205865,69.951361,476,1372,57708,11.612019,10.403915,1.944416,16.682463,26451,26.883721,3.791286,2
2511,199403,176989,22414,15310,172897,3347,722,9638,0,13.099288,27260,1.312881,0.118315,1017.391304,86.683751,0.040287,-8.472383,22410,24272,1,174956,15.467193,98.074261,3007,190125,8.849208,15.0714,224,22410,3347,207,-89,183,0.51069,0.496596,16.3237,4.890181,4,112,5.26958,25,34.003656,0,51308,15.074113,1.436603,172850,0,84.532807,2318,4.242066,7.677919,0.118315,0,74.568587,5672,117.432744,42,4.528883,99.972816,722,2289,17275,12.664064,11.240553,1.395554,12.967313,54436,10.519591,4.53058,3
2512,158296,135665,22631,20855,132536,2357,332,8085,0,5.829163,13052,5.266098,1.454136,112.532912,81.149239,0.032338,-1.051655,22552,24112,1,130593,9.675817,95.22807,9094,145641,12.478766,18.145,219,22552,2357,1899,79,176,0.669825,0.587658,19.4001,4.57791,7,137,5.13312,5,0,0,22341,18.208516,6.339509,128456,0,90.324183,1791,3.804674,13.174685,1.767804,0,78.516198,12767,107.183132,51,3.983785,96.921591,332,1627,17185,16.681532,14.296634,6.193891,17.617706,53439,18.034618,4.031998,3
2513,133123,121953,11170,21875,121606,0,500,12812,0,17.99937,0,0.615987,0.008413,14500,79.379972,-0.000936,-11.602507,11095,12400,1,106978,0,86.89785,5444,124662,7.670716,10.2025,87,11095,0,9,75,86,0.2871,0.2838,11.4025,3.866425,50,67,4.279717,0,4.942966,0,28566,10.271453,0.280896,105673,0,100,1305,3.432907,16.98279,0.008413,733,81.689866,9796,87.970988,30,3.592054,86.89785,500,1143,18989,9.159266,8.390736,0.2784,10.570344,36764,12.720307,3.654682,3
2514,129001,116804,12196,20313,116066,7,368,3539,1509,12.234043,7016,1.615597,0.27672,432.269504,78.052883,0.047111,-7.682847,11626,12822,1,101908,6.044472,86.746272,15699,122570,8.300788,12.1561,193,11626,7,282,570,181,0.669488,0.668949,13.4067,4.519253,0,143,5.156194,9,29.094412,0,20499,12.75212,4.500119,100689,0,93.955528,1424,3.991389,15.753366,0.460351,9,74.138185,16783,93.444712,35,4.006714,86.751503,368,1286,21881,10.441334,9.45419,4.393612,12.112545,49736,10.323034,4.258938,3
2515,176250,160032,16218,22434,147608,9532,155,15222,0,3.763163,9532,0.478305,3.441738,53.784942,79.298156,0.046729,13.965964,16079,17734,1,142399,6.065928,88.941708,6034,167475,5.507242,12.2381,165,16079,9532,4901,31,131,0.423002,0.357931,13.4977,4.114608,16,169,4.777717,8,32.31441,0,49481,12.343875,1.736086,139763,0,93.934072,1882,3.62622,14.294468,4.080309,2760,74.544681,8916,96.471058,55,3.810639,94.685247,155,1687,27712,10.134286,9.201702,1.656208,11.60393,50470,15.302869,3.893051,4
2516,206645,185848,20797,69609,184980,0,520,14879,0,10.100029,0,6.850158,0.564434,204.390935,59.831111,0.007167,-3.54378,20932,22375,1,125081,0,66.838577,48413,190928,9.145723,15.5962,157,20932,0,706,-135,157,0.351243,0.351243,16.6714,3.634003,0,345,5.329023,11,0,8,75758,15.495634,-0.810282,123638,8,100,2014,3.435639,33.685306,0.564434,0,64.948099,54730,67.618661,63,3.395274,66.838577,520,1673,67290,11.190328,10.06412,-0.786059,16.82088,80804,15.866797,3.676242,2
2517,181772,163363,18409,10241,162994,0,820,1571,1012,18.143098,3012,-1.76345,1.706716,67.640919,76.308782,0,4.209897,18426,20046,1,140328,1.847921,85.100065,7764,177502,8.885138,11.7533,344,18426,0,2395,-17,341,0.83377,0.846587,12.7866,3.872148,0,69,4.675716,2,5.529954,0,61286,11.742456,-1.611576,138708,0,98.152079,1529,3.426325,21.840547,1.706716,29459,86.247057,38129,87.714868,18,3.176577,85.100065,820,1653,38794,11.26877,10.127522,-1.520755,13.271765,57773,3.855569,3.540242,4
2518,236506,201884,34622,71155,187245,6000,46,43203,0,0.532839,11000,0.958333,2.003398,48.751301,40.168114,-0.003145,2.845012,35429,36366,1,95937,5.692256,49.160392,19111,220499,9.933634,34.0264,311,35429,6000,1922,-998,155,0.646992,0.342023,34.9263,2.611166,52,207,5.174248,19,0,0,77522,33.251378,1.114387,95000,0,94.307744,1614,2.300926,52.122568,2.328167,52118,44.025099,60959,52.641773,60,2.219436,50.735667,46,1234,125499,17.149452,14.638952,1.141755,36.444211,49051,17.839806,2.586042,1
2519,182688,164963,17725,76954,164607,0,418,3058,0,9.635222,0,-1.723053,0.778674,194.723295,53.792258,0.021449,-4.152327,17166,18670,1,99785,0,59.700985,71777,176150,8.749146,14.2591,195,17166,0,777,559,194,0.467812,0.465413,15.5084,3.253971,5,179,5.760539,0,27.050611,3,31630,14.723473,3.896983,98272,3,100,1569,3.383806,42.123183,0.839293,0,65.897049,73896,60.620144,27,2.933491,59.700985,418,1410,77878,10.744834,9.702334,3.910236,18.036674,59125,6.027728,3.602396,2
2520,266322,195880,70442,50414,188838,6000,545,49216,0,3.106763,9000,0.826077,2.115772,149.833015,72.036858,0.025499,-2.96556,70442,72203,1,198131,4.619222,98.466418,0,254347,26.148221,51.6509,191,70442,6000,4192,0,167,0.394035,0.362765,52.9421,3.639067,147,251,4.077776,16,38.418079,0,107469,51.65089,-1.776069,191850,0,95.380778,2469,3.301273,23.916537,2.191795,13281,51.209063,13225,106.614901,46,3.347024,101.595018,545,2039,62497,35.961813,26.449937,-1.862391,36.717227,48222,1.794527,3.442541,2
2521,228235,205932,22303,85195,192665,11755,163,9754,0,2.960138,19237,-2.926228,0.49938,150.304878,57.124017,-0.000775,-1.479622,21247,22233,1,131363,9.410527,63.778984,73762,218600,7.695177,20.6794,380,21247,11755,656,685,295,0.730234,0.631651,21.639,2.883803,51,203,4.219625,6,25.909091,204,72046,21.707139,3.577387,130377,204,90.589473,1863,2.638178,37.327754,0.49938,0,45.017197,72740,70.936857,51,2.351117,67.670309,163,1362,88223,10.830274,9.771946,3.550398,17.106545,86850,17.98175,2.857504,3
2522,210823,185949,24875,49301,179303,6007,823,4946,0,13.341979,6061,0.374698,1.741485,60.445269,72.631544,0.026065,4.285427,24592,26221,1,154753,3.270736,82.631267,40855,199025,11.018612,17.9119,339,24592,6007,2695,283,302,0.732706,0.675111,19.0984,4.133944,0,163,5.338112,28,0,0,25231,18.118053,1.741494,153124,0,96.729264,2132,3.626868,23.432453,1.826493,100,65.122876,44455,86.334094,50,3.510265,85.399575,823,2048,45901,13.377396,11.798997,1.696107,16.245004,108818,10.506567,3.834694,2
2523,156867,140643,16224,37378,138086,1554,627,4184,7329,15.653965,12883,0.40966,0.372063,372.572816,69.612474,-0.007192,-6.921844,16116,17661,1,110734,9.225867,78.200372,28351,142577,8.373862,10.0283,145,16116,1554,412,-459,89,0.415064,0.281022,10.9897,4.780526,1,122,6.14895,24,0,0,28674,10.095517,-0.964067,109199,0,90.774133,2229,4.420398,23.827829,0.372063,0,102.446659,18994,87.359278,45,4.434561,79.080428,627,1710,33378,11.535672,10.342519,-0.902965,14.857279,27694,23.922603,4.882385,4
2524,125185,112609,12577,33031,112332,0,295,2025,0,9.523041,0,2.747934,0.443143,370.408163,69.502736,0.03026,-8.428083,11992,13017,1,88459,0,77.455222,28431,119903,8.403232,14.6824,43,11992,0,392,585,42,0.155373,0.15176,15.9374,3.625318,0,85,4.585608,6,24.744898,0,58025,15.398648,6.164358,87007,0,100,1256,3.750273,26.385749,0.443143,0,65.244239,30378,78.747819,25,3.560954,77.455222,295,985,32896,11.168833,10.046731,6.087572,14.455159,12660,11.332312,3.943369,3
2525,190275,174293,15982,9588,149820,23790,-32,5214,0,-0.8003,32130,2.139138,1.983333,45.348139,87.499146,0.001802,11.394068,14994,16505,1,168000,18.506998,95.898278,1192,177569,6.423669,10.833,366,14994,23790,3332,-156,194,0.852901,0.569878,11.9246,4.036352,14,173,4.184784,25,49.206349,0,38289,11.54677,1.813812,166489,0,81.493002,1585,3.016743,5.039022,1.983333,0,72.742609,4190,118.744699,52,3.295897,111.126018,-32,1742,11080,9.169617,8.399422,1.808309,9.599433,70563,11.581569,3.285231,3
2526,165194,141993,23201,62573,141678,0,783,23400,0,13.59316,0,5.077221,1.117149,267.811935,58.137705,-0.003007,-7.999655,23023,24242,1,99002,0,67.787518,34029,153469,13.171731,24.0479,101,23023,0,1106,86,101,0.293001,0.293001,25.3212,4.482054,26,117,6.699476,2,0,0,23943,24.233847,-1.575166,96040,0,100,2109,4.406866,37.878494,1.517042,0,57.954889,38446,69.878174,43,4.240878,67.787518,783,1671,57429,16.339538,14.044699,-1.525822,24.157643,59893,15.789474,4.628948,2
2527,182875,162560,20314,97107,159220,2040,434,25352,0,8.623088,2040,9.331843,0.505632,63.309353,44.952563,0.008539,0.753175,20019,20283,1,82471,1.265038,50.977924,68066,176753,10.443206,24.9816,105,20019,2040,417,295,96,0.272491,0.252508,25.311,3.164025,8,111,6.308856,18,27.666667,-1,24268,25.349722,1.21771,82207,-1,98.734962,2005,3.459178,53.100205,0.523725,0,43.819549,71755,51.796885,71,2.975168,51.631076,434,1293,94546,12.496232,11.108134,1.205071,24.710791,40367,24.488778,3.448256,4
2528,148270,135286,12984,10022,132466,2000,-406,96,123,-12.318896,20938,1.725498,1.116287,88.812629,87.157213,0.024055,1.255391,12655,13949,1,130522,15.571222,96.104591,6411,135735,7.832082,10.9271,159,12655,2000,1457,329,118,0.477594,0.418466,12.0444,5.233555,0,256,5.4286,4,0,0,39316,11.211177,2.516342,129228,0,84.428778,1400,4.47581,6.75929,1.303816,0,78.10953,9926,114.968994,56,4.772283,97.555599,-406,1749,6507,9.597445,8.756997,2.592278,10.047358,40102,-5.651895,4.847681,3
2529,204125,180422,23703,72507,179934,0,53,67510,0,0.894081,0,1.05148,1.752113,106.265664,43.793754,0.0022,-0.421888,23703,24750,1,91090,0,49.68155,0,193433,11.433712,28.4981,121,23703,0,1596,0,121,0.270619,0.270619,29.7569,3.035718,93,190,5.865077,13,0,0,49779,28.498088,0.40434,89394,0,100,1649,2.873985,50.278996,2.978068,30125,40.746601,35122,50.624118,64,2.891908,49.68155,53,1333,104039,13.137533,11.612002,0.394569,26.515202,47777,11.522135,3.120372,1
2530,156154,141493,14661,58756,139188,594,514,15593,0,14.327526,594,4.009751,0.536991,268.522484,54.889404,-0.028756,-5.367983,13556,14773,1,86966,0.424947,61.318339,36576,144900,8.237124,14.0196,188,13556,594,467,453,186,0.548429,0.544973,15.2783,3.953843,26,125,6.197556,2,0,0,19421,15.162421,-0.041983,85712,0,99.575053,1612,3.674973,40.418433,0.746988,4359,61.921565,42596,62.480961,36,3.546068,61.580021,514,1347,59188,10.361643,9.388808,0.065586,17.104956,65114,16.25,3.956693,3
2531,195896,172402,23494,60711,155551,14000,590,7298,0,10.21822,14000,-1.86112,1.594589,86.115365,61.852207,0.012242,1.157742,22209,23896,1,122853,8.257103,71.462864,50174,185938,8.284591,15.8461,220,22209,14000,1959,677,207,0.51182,0.524628,17.0498,3.496203,28,136,4.903149,7,24.455826,0,70404,16.762989,0.516828,121166,0,91.742897,2103,3.301079,32.0078,1.693013,1991,71.545106,52918,78.979242,49,3.159737,77.89471,590,1502,64772,13.627452,11.993098,0.522853,19.389928,35169,23.488045,3.614038,2
2532,169256,151669,17588,43516,151227,0,257,2377,1375,5.919783,8575,0.659542,0.042116,2758.333333,66.554805,-0.019633,-7.254947,17528,18856,1,113972,5.670284,74.489344,38897,153922,9.442897,15.1051,203,17528,0,48,60,183,0.538089,0.521425,16.2496,3.97086,7,220,5.318698,2,37.621359,10,59195,15.156842,3.497763,112648,10,94.329716,1644,3.594515,25.710167,1.110214,0,68.558869,40889,79.895129,31,3.501933,74.489344,257,1490,41274,11.596382,10.39136,3.47639,15.613238,44948,7.785888,3.939658,3
2533,210228,188845,21383,74407,188601,0,1133,2697,1558,19.936653,7108,-1.418965,0.139244,220.540541,63.003977,0,-1.042885,20018,20426,1,132860,3.768803,70.228684,68386,203535,7.343603,11.1882,172,20018,0,185,1365,163,0.364458,0.357928,11.4162,3.121006,10,47,4.197357,6,4.62963,0,63275,11.951085,0.0219,132452,0,96.231197,1795,3.19258,35.393478,0.139244,0,85.108073,70210,73.203925,20,2.832707,70.228684,1133,1394,71083,11.323043,10.171338,0.021832,16.143962,54946,5.849582,3.321296,3
2534,103874,91312,12562,25021,90507,0,197,7148,6495,6.342308,6495,-3.945774,0.755159,225.812274,69.421607,0.046696,-5.54848,12411,13332,1,73362,7.176241,79.6745,16142,98013,10.82682,16.9262,94,12411,0,554,151,89,0.405577,0.411692,18.1823,3.364106,17,59,4.405928,1,30.633803,0,36041,17.13218,1.600564,72111,0,92.823759,901,3.045068,24.0888,1.245151,1,70.589368,17874,87.32324,21,3.088168,79.6745,197,802,25902,13.757228,12.093498,1.525048,17.420366,25118,10.432852,3.383577,3
2535,186389,167194,19195,91675,166866,0,400,21800,0,8.429704,250,-0.791479,7.828191,9.781341,46.65565,0.012733,32.242772,18564,19235,1,87632,0.149821,52.114271,65421,174311,8.791313,15.3339,142,18564,0,6860,470,139,0.33849,0.331833,15.8882,2.949709,40,193,5.829345,5,0,0,25022,15.855119,2.878336,86961,0,99.850179,1821,2.99467,49.184769,8.298044,0,64.952867,69875,52.595189,61,2.679904,52.114271,400,1259,87350,11.480675,10.298355,2.916065,22.073113,45823,25.518341,3.217324,2
2536,232583,203384,29197,142824,202823,0,761,3600,0,10.702859,0,3.742311,0.812584,126.41791,35.086829,0.006137,-0.606227,27581,28428,1,82453,0,40.235082,129020,219285,11.683448,28.7788,243,27581,0,670,1615,243,0.487239,0.487239,29.6626,2.454394,3,143,5.459042,12,0.262123,0,62357,30.464951,2.450599,81606,0,100,1658,2.625357,61.407756,0.812584,0,41.205935,139224,40.652687,30,2.146384,40.235082,761,1112,137679,14.355462,12.553368,2.418453,35.778007,77146,9.589867,2.798913,1
2537,81121,71700,9421,4924,69060,2500,233,2310,0,9.936034,3500,-3.735656,1.282973,99.892241,88.02283,0,0.010615,7754,8650,1,72332,4.891001,99.783399,703,74418,6.556185,10.8269,75,7754,2500,928,-1,61,0.409945,0.35017,12.078,4.557942,8,75,4.79336,0,5.284553,0,17671,13.154514,1.852908,71405,0,95.108999,853,3.850293,6.069945,1.282973,0,88.285401,2614,106.276815,19,4.165467,103.395598,233,859,3013,13.13947,11.613516,1.828727,13.193754,11275,6.682298,4.278535,3
2538,179966,157324,22642,58161,156621,0,371,13144,0,6.654261,0,-1.630509,2.468262,112.247788,61.835013,-0.035539,-1.528134,22301,23629,1,114453,0,71.051775,43578,172229,11.236572,21.3519,197,22301,0,2825,208,197,0.497164,0.497164,22.6234,3.371015,12,98,4.819423,8,34.567901,0,43529,21.678395,-1.650906,111282,0,100,1657,3.178706,32.718402,2.727479,721,58.035962,45738,73.076407,38,3.020093,71.051775,371,1390,60947,14.391955,12.581265,-1.571207,20.346507,65449,12.975256,3.418581,2
