index,Total_assets,Total_liabilities,Equity,Liquid_assets,Deposits_and_short-term_funding,Long-term_funding,Net_income,Interbank_assets,Interbank_liabilities,Return_on_average_equity_(ROAE),Wholesale_funding,Growth_in_total_assets,Impaired_loans_/_Gross_customer_loans_&_advances,Loan_loss_reserves_/_Impaired_loans,Customer_loans_&_advances_/_Total_assets,Net_charge_offs_(NCOs)_/_Average_gross_customer_loans_&_advances,Unreserved_impaired_loans_/_Total_equity,Total_Common_Equity_/_Core_Tier_1,Total_Capital,Exchange_rate_from_original_currency,Gross_loans_&_advances_to_customers,Wholesale_funding_/_Total_funding_excluding_derivatives,Loans_&_advances_to_customers_/_Total_deposits_&_other_interest-bearing_liabilities,Financial_assets:_Available_for_sale_(AFS),Total_Earning_Assets,Unadjusted_leverage_ratio_(computed),Tier_1_Ratio,Interest_Expense,Tier_1_Capital,Long-term_borrowings_and_debt_securities_at_historical_cost_>_1_year,Impaired_/_Non-performing_loans_to_customers,Other_reserves,Interest_expense_on_customer_deposits,Interest_expense_/_average_interest_bearing_liabilities,Interest_expense_on_customer_deposits_/_Average_customer_deposits,Total_capital_adequacy_ratio,Interest_income_/_average_interest_earning_assets,Interest_income_on_bank_loans_(including_central_banks),Other_administrative_expenses,Interest_income_on_loans_/_Average_gross_customer_loans_&_advances,Other_interest_income,Effective_tax_rate,Total_net_trading_income_(losses)_and_fair_value_(FV)_gains_(losses),Savings_deposits,Total_equity_/_Risk-weighted_assets_(RWAs),Growth_in_net_customer_loans_&_advances,Net_loans_&_advances_to_customers,Net_gains_(losses)_on_other_securities_(including_FV_through_OCI),Customer_deposits_/_Total_funding_excluding_derivatives,Operating_revenue_after_impairments,Net_interest_income_(expenses)_/_Average_total_assets,Liquid_assets_(including_available_for_sale_&_held_to_maturity)_/_Total_assets,Impaired_loans_+_foreclosed_assets_/_gross_customer_loans_&_advances_+_foreclosed_assets,Financial_assets:_Held_to_maturity_(HTM),Risk_weighted_asset_intensity_(RWA_/_Total_Assets),Minimum_risk_assets,Gross_loans_&_advances_to_customers_/_Customer_deposits,Number_of_employees,Net_interest_margin_(average_interest_earning_assets),Loans_&_advances_to_customers_/_Deposits_&_short-term_funding,Profit_attributable_to_group_equity_holders,Interest_income_on_customer_loans_&_advances,Total_other_earning_assets,Total_equity_/_Total_liabilities_excluding_hybrid_capital_and_subordinated_liabilities,Capital_funds_/_Total_assets,Growth_in_gross_customer_loans_&advances,Capital_funds_/_Net_loans_&_advances_to_customers,Time_deposits,Non-interest_income_/_Operating_revenues,Net_interest_margin_(interest_earning_assets),rank_pre
0,2015718000,1817839000,197879000,995459000,1532137000,90858000,4197000,284783000,152442000,8.528841,294023000,5.278227,1.405862,106.235283,36.905758,0.064709,-0.334548,170985000,178517000,1,755195000,17.523054,42.910738,232975000,1590466000,6.866064,13.253,1131000,171229000,82293000,10617000,2416000,396000,0.267299,0.122865,13.8171,2.60473,428000,5904000,3.392818,1483000,27.762478,2478000,786490000,15.31574,2.788736,743916000,51000,79.203491,17636000,1.81947,51.762747,1.494168,47932000,64.096151,285569000,56.825501,182243,2.803641,48.554144,4196000,6318000,846550000,10.936928,10.24171,2.811964,27.750983,68508000,52.033698,2.730287,1
1,1653947000,1445797000,208150000,520240000,1363841000,25119000,3712000,47474000,50420000,7.248885,112025000,0.893183,1.131559,118.993457,52.369876,0.121096,-0.906558,149537000,154912000,1,877992000,7.97854,61.17387,286181000,1404638000,6.059082,13.7339,485000,149537000,18849000,9935000,-306000,229000,0.136706,0.071902,14.2276,2.872212,161000,4739000,3.85771,407000,31.98974,857000,963735000,19.117149,0.632606,866170000,222000,90.944669,14967000,2.326454,37.378344,1.174332,97978000,65.83119,137429000,68.757768,150839,2.951173,63.509603,3712000,8442000,538468000,14.459611,12.96414,0.608238,24.754956,64922000,40.14375,2.951758,2
2,1342643000,1194543000,148100000,584455000,1009545000,61863000,2879000,136395000,64476000,7.850328,172364000,3.296043,1.150553,162.967395,42.469666,0.267707,-2.842674,129445000,140163000,1,581112000,15.942388,50.949946,297074000,1183659000,5.861673,14.0074,1681000,128899000,51363000,6686000,-13491000,991000,0.603471,0.448019,15.2315,3.916002,191000,3864000,6.065499,958000,31.224636,1009000,279685000,16.093985,0.476466,570216000,-55000,83.154884,11520000,2.980271,45.884349,1.170111,31608000,68.537918,66707000,64.636658,165674,3.815826,56.482475,2837000,8791000,613443000,12.507992,11.812522,0.475133,27.814021,51539000,24.584387,3.803368,1
3,1667785000,1513099000,154686000,555658000,1334370000,122596000,4735000,39389000,56332000,12.395085,201537000,3.551826,1.485182,78.108269,53.662433,0.089991,1.90321,127360000,140094000,1,905478000,13.802297,60.96196,249190000,1328447000,5.831889,11.2839,832000,127360000,107816000,13448000,3626000,344000,0.228403,0.110981,12.4121,3.627452,298000,3756000,4.154662,200000,31.634421,374000,927388000,13.704917,3.543968,894974000,173000,85.978277,16940000,2.695002,38.074812,1.616111,79348000,67.675979,249452000,72.124987,232412,3.537425,67.070902,4742000,9245000,433473000,10.32397,10.161142,3.519757,18.935299,102094000,38.391164,3.497978,2
4,833511338.2,782606510.2,50904827.99,313991467.7,581129243.6,91034798.36,1578835.179,106306814.9,52661219.98,12.821733,222260646.6,6.266995,0.646667,98.078442,49.740624,0.071534,0.10185,28122868.46,39184657.9,0.710227,417240044.1,31.632547,54.262515,67025566.14,802657646,3.406829,11.4,1116477.239,32448862.65,85569599.66,2698153.327,0,779829.5217,0.597866,0.711533,13.7,2.414261,26278.40829,1363636.322,3.772566,0,20.526316,45454.54407,330607944.5,17.862546,4.057313,414593737.3,-8522.727013,64.134591,5136363.48,1.772465,36.92518,0.646667,56965197.13,34.190395,2275568.112,92.590246,79927,2.278461,71.342776,1540482.908,3857954.428,388063908.6,6.550267,6.762959,4.084363,13.596449,445312.4864,35.902972,2.223331,2
5,852522701.3,802886339.1,49636362.12,499678962,514953109.3,118295450.9,1737926.083,156911216.8,72678975.05,14.627294,246196015.2,11.742977,0.587308,69.519231,44.076071,0.055744,1.360749,32437499.01,43857953.21,0.710227,377298994.2,36.73847,49.644464,41926135.08,793401254.2,3.355591,11.3,1321022.687,36926135.24,111296871.6,2215909.023,0,918323.8356,0.732134,1.00856,13.4,2.279838,23437.49929,1171874.964,3.481258,287642.0367,22.563291,244318.1744,31817470.62,15.112585,8.934351,375758511.3,51136.36208,57.757712,5733664.598,1.475802,39.366036,0.587308,9401278.122,38.526116,12109374.63,97.480045,76380,2.146524,72.969462,1680397.676,3149147.631,417642742.9,6.236603,6.643218,8.925888,15.072165,103724428.7,50.652711,2.039103,1
6,653134213,613606515.4,39527697.66,270200275.8,427997856.3,98263491.32,1288352.233,116485791.9,67151276.36,13.297414,244007094.8,7.369086,1.029465,86.081455,52.953688,0.092489,1.264936,26736504.87,35804686.41,0.710227,348950983.7,44.835281,59.942909,32441050.15,619492168.6,3.755598,11.2,1347301.095,29817470.68,92752838.08,3592329.436,-578835.2096,1123579.511,0.95784,1.638966,13.4,2.573074,62499.99809,1128551.102,4.165716,27698.86279,19.663419,299005.6727,97181104.99,14.796234,3.848172,345858654.2,92329.54264,52.069489,4065340.785,1.585037,36.593545,1.029465,10475851.95,40.902314,5332386.201,123.139831,0,2.042867,80.808502,1228693.144,3566761.255,273633514.4,6.500241,6.895727,3.847219,13.022184,85951701.92,43.812869,1.978611,3
7,496656945.1,467094446,29562499.1,183100846.7,321499990.2,59963776.58,758522.7041,64656248.03,42036220.31,10.478678,161696728,8.944337,0.602299,90.407785,50.95761,0.041488,0.497309,19009942.6,25490766.27,0.710227,254470162.7,40.560369,58.543762,37159800,451074560.1,3.67275,11.4,759943.1586,21485794.8,56235083.51,1532670.408,-39062.49881,489346.576,0.73064,0.923458,13.5,2.338357,43323.86231,891335.2001,3.533413,0,14.968153,229403.4021,108019172.8,15.667499,6.681855,253084509.3,25568.18104,55.126855,3172585.13,1.479301,38.395637,0.602299,6622869.116,37.991371,27671163.93,115.790868,46782,2.027962,78.719912,723721.5688,2177556.752,197990050.8,6.379949,6.703056,6.673534,13.15418,43174714.59,46.666667,1.943604,2
8,680965704.2,668429932,12535772.23,128758499.3,239478241.7,59971824.45,0,75605723.97,94162016.52,0,154133841,2.046437,0,0,25.841529,0,0,0,0,1.1385,175971953.2,51.472302,60.22058,0,324126615,0,0,0,0,52734078.4,0,805614.8529,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.970018,175971953.2,0,48.527698,0,0,23.745134,0,0,0,53152775.3,121.095874,0,0,73.481395,0,0,148154661.8,1.895935,2.903747,-2.970018,11.236744,0,0,0,1
9,340221580.5,324621439,15600141.57,86620025.77,229088771.4,53398435.87,697443.1605,28553266.17,10311079.23,18.0523,108441047.8,3.393631,0.487312,121.191605,62.897886,0.053379,-1.424994,12213778.04,16443891.54,0.710227,215263487.7,37.27006,68.169344,24245027.67,322290473.1,2.805418,12.1,611505.6632,14002840.48,50994316.63,1049005.65,-284090.9004,526988.6203,0.787284,1.231035,14.2,2.656192,23437.49929,627130.6627,3.257786,51846.58933,15.417743,17045.45403,84971588.32,13.461503,3.546623,213992181,5681.818008,59.817854,2340909.019,1.787888,25.459886,0.487312,0,34.062234,2311789.702,123.681837,43609,2.274209,93.410157,687499.979,1723011.311,108298292.1,4.841497,5.291922,3.567389,8.413513,48768464.42,40.809444,2.242567,2
10,423203763,378594555,44609208,79671733,342756258,21996744,1336330,3072276,1679859,12.196245,49861991,1.376312,0.838688,174.292963,61.363421,0.120487,-3.681101,35009427,39796598,1,263544732,13.67007,71.634555,68574112,381582091,4.968498,13.4013,297612,35213535,18196744,2210317,-480955,142215,0.326722,0.18211,15.1455,3.353897,2242,1160554,4.096524,-25996,30.738715,36926,234357799,16.977013,1.460588,259692305,761,86.32993,4651789,2.733727,28.776857,0.942085,42113007,62.088862,7912579,83.693952,64885,3.101978,75.765883,1320777,2679951,121889786,11.90231,11.438747,1.43503,18.640987,18981964,42.058938,3.076891,2
11,350643006,311081024,39561982,95392717,265211567,37894757,782211,3156762,2674970,7.943883,49042587,0.675271,1.33055,98.182442,58.394838,0.072252,0.126821,27608890,36223827,1,207467705,16.142816,68.619035,58864591,292943405,5.890408,10.2982,283705,29234056,30487975,2760462,625738,109264,0.371964,0.17251,12.7605,3.267662,31853,1108405,3.592971,24415,24.357478,42922,184972821,13.936416,0.415022,204757416,7613,83.627401,3274153,2.397289,31.526888,1.459108,15154110,80.958368,32569472,81.659708,51242,2.990092,77.205311,744771,1859836,88185989,13.02777,13.395038,0.401637,22.938736,16369149,38.505765,2.971536,2
12,206874891,180742817,26132074,31343378,164320934,10328775,560303,93027,2929642,8.627422,16601509,0.852821,0.677628,141.298818,63.046004,0.067189,-1.410259,18491111,21993633,1,131687232,9.505604,75.868691,28577810,185273749,6.924064,11.3723,152797,18491111,7074471,892350,-913152,65102,0.350192,0.165369,13.5264,3.397805,598,577046,3.900362,20148,29.393745,11177,124792174,16.071657,-0.696511,130426352,44917,90.494396,2228797,2.739752,24.503559,0.763403,19348334,78.596906,2374945,83.320931,33831,3.182864,79.372937,554370,1288418,54847397,14.723248,14.204903,-0.672697,22.531013,16989234,39.714744,3.162812,3
13,517741999.6,493890240.5,22104876.1,116637783.2,192660270.7,160228112.4,755561.6313,19520228.87,46785384.65,13.447321,215357219.9,2.90445,2.626159,52.611083,55.494231,-0.098826,16.402621,19308610.5,25832262.55,0.152793,291342273.1,50.49066,68.325058,0,500531237.6,3.896323,17.4,997280.2361,22351025.71,152467142.2,7651111.969,0,0,0.950042,0,20.1,1.807158,0,0,0,0,21.144953,-286181.3823,0,17.196469,3.268408,287316940.2,0,31.834725,1830766.323,0.96423,32.442974,2.626159,0,24.827639,10595739.63,214.562593,19272,1.452659,149.13139,730961.9503,0,213214297.4,4.530838,5.76848,3.220901,10.394739,0,32.065126,1.374142,4
14,143403000,119868000,23535000,74397000,99407000,4043000,322000,4595000,5484000,5.5091,10650000,6.464976,0.216488,252.525253,31.714818,0.03728,-0.641598,23333000,25347000,1,45730000,10.006483,40.571643,4467000,83561000,9.951762,16.4973,244000,23333000,2043000,99000,5000,158000,0.890556,0.698597,17.9213,3.166905,68000,247000,3.385891,181000,35.728543,371000,49659000,16.640153,0.435042,45480000,0,87.192641,788000,1.124783,51.879668,0.216488,0,98.627644,50130000,49.278017,530,2.968333,45.751305,321000,386000,38081000,19.967252,17.806462,0.567382,56.145558,41216000,54.849885,2.867515,1
15,271187531,235186370,36001161,73884446,210007061,20098334,367338,40286467,936961,4.08708,21303744,-0.748111,1.474803,90.860151,55.129743,0.222647,0.567376,21304438,23568954,1,151535577,9.258255,64.866557,29892637,243613871,5.358423,11.6206,307697,21304438,20098334,2234851,201793,259088,0.531363,0.502044,12.8557,4.238376,167722,1193265,5.514253,12653,30.93832,-2713,180202432,19.636923,-0.152206,149504988,-5680,90.741745,3034140,3.337673,34.313963,1.546694,19170742,67.604148,3504654,72.573936,29311,3.80491,71.190458,367059,2089616,94108883,15.307503,13.275375,-0.057609,24.080241,8068812,35.603162,3.80376,2
16,258653648.8,238656857.7,19996791.12,38525289.25,205058250.7,18711148.76,338652.3927,3337856.676,349542.6422,6.791825,25132005.09,1.892163,1.061184,77.979098,76.44651,0.047052,2.329972,18034354.69,20666934.56,0.000875,199381573.7,11.228245,89.01067,17967607.86,237584198.3,5.677218,13.8,727593.3744,18034354.69,15027459.11,2115805.919,10878456.8,591878.4602,1.292391,1.199291,15.81,2.899725,18645.3875,369039.8006,3.063641,24081.32994,22.776465,146949.72,0,15.299552,1.512141,197731687.3,74055.97062,88.745379,1368056.007,1.543994,18.649723,1.061184,9712899.27,50.531592,11374448.95,100.374642,0,1.734337,96.427082,338652.3927,1516270.266,39852510.97,8.510245,9.155286,1.436565,11.976068,112191725.1,29.899442,1.729624,3
17,389056101.9,356652980,23305396.49,156623732.3,240970735.8,38454374.68,761153.9355,100728757,109050904.2,13.270539,163902172.3,0.267848,3.260166,154.590417,47.473738,0.606746,-14.853339,18093682,35570145.53,0.276932,194502197.6,51.222642,58.976768,29410431.63,323419271.1,6.404633,11.38,5476758.238,24917616.02,14983160.97,6341093.836,0,6630872.276,6.69681,22.801429,16.24,11.733377,0,1806894.675,11.535066,3832191.443,25.485885,0,42071216.92,10.64318,-2.822883,184699474.2,0,36.103183,4391556.41,4.15355,40.524153,3.260166,1037957.577,56.282433,24240004.87,168.366734,0,5.094375,76.648093,653295.7299,5679080.854,138719796.9,6.808879,12.023102,-2.438319,25.325795,56098912.14,36.616624,5.108975,1
18,251431171.1,233175970.8,17554458.74,45709740.7,195493592.8,21417134.85,502579.8132,6364070.142,2266609.597,11.46105,28876668.07,0.875642,0.725081,100.660538,72.761136,0.05097,-0.05028,15538393.97,19378153.59,0.000875,184289247.9,13.330345,85.214727,21947765.38,232781587.7,4.81523,12.58,731796.2604,16242900.33,17325755.63,1336245.775,9064014.25,575920.4361,1.345851,1.23326,15,2.875737,17257.54312,236104.0732,3.081182,53651.94731,-29.329745,182882.3839,0,13.591884,-0.216943,182944175.7,81356.36436,86.483501,1142749.486,1.489182,21.709713,0.725081,8875243.803,51.367527,7170536.277,98.36963,0,1.694577,93.58065,502738.0991,1420876.298,49837412,7.639504,8.609051,-0.183426,11.831936,108947941,31.615859,1.693543,4
19,253658681,219595736,34063445,63068522,215599930,401498,262285,159812,1934880,3.11049,2343762,2.935535,1.534172,61.549311,49.862359,0.062672,2.211224,20083040,21729421,1,127685904,1.085068,58.618819,49388346,216652877,5.991709,13.4876,151512,20229600,167298,1958922,543258,145781,0.284319,0.276267,14.4875,2.229087,17190,188353,3.293823,5282,18.247217,-4309,177354000,22.710945,0.991835,126480201,-4309,98.914932,1445788,2.030771,39.586012,1.616405,37344834,59.129423,56405393,59.761911,24688,2.017255,58.664305,254316,1046157,90172676,15.528485,13.521179,1.014527,27.117007,6856770,19.008278,2.379763,1
20,263452237.5,244414766,18880290,48832366.93,189135629.3,20931740.87,431811.993,2741103.707,452186.2831,9.19644,30654194.14,3.027839,1.49458,58.360407,68.260327,0.08387,5.979872,17067162.71,21415829.21,0.000875,181415745.4,14.569615,85.508205,28524158.22,223753865.6,4.800037,12.25,760291.2328,17228422,16167432.9,2711402.788,4758989.204,559191.0959,1.415246,1.246901,15.22,3.01611,17624.83653,265100.1387,3.289925,9571.491308,18.658913,246848.2799,0,13.419457,-1.82252,179833359.7,143786.6241,85.420195,1287138.646,1.457795,20.233621,1.49458,4473559.375,53.40376,15365359.42,100.942163,0,1.731874,95.081694,430432.8937,1506074.376,43920505.84,7.873098,8.974909,-1.837284,13.14806,156065256.7,34.123513,1.755402,2
21,270128972.3,252990538,14222822.44,37067245.48,201199941.9,27859448.98,390471.371,2992460.951,877181.4854,11.079603,36233476.33,5.836173,1.586285,56.242724,75.644017,0.044628,10.06198,11788488.31,18400200.79,0.000875,206175845,15.972006,90.936102,16325854.42,241177281.9,3.890665,10.43,793919.5678,14163286.8,20276430.83,3270536.166,8886312.452,583912.5658,1.40528,1.250687,13.55,3.171406,15046.78661,320470.4945,3.319526,22213.38061,21.023205,98571.93109,0,10.471055,3.596092,204336406.3,70588.54595,84.019107,1389788.409,1.65614,18.102605,1.586285,11833134.57,50.283346,15431257.98,108.170587,0,1.877544,101.558879,343512.9088,1681394.888,36840875.56,5.727546,8.072381,3.586495,10.67154,160849044.4,29.87715,1.847385,3
22,147039000,137131000,9908000,78832000,136253000,0,337000,2091000,0,14.115922,500000,5.730968,0.207641,106.666667,9.804202,0,-0.020186,10026000,10059000,1,14448000,0.366964,10.580317,68856000,138335000,6.483907,18.6327,8000,10026000,0,30000,-129000,8000,0.024077,0.024122,18.694,1.872187,17000,93000,2.718729,0,37.126866,0,117701000,18.413379,0.396964,14416000,0,99.633036,646000,1.730815,89.638803,0.262867,52972000,36.594849,7885000,10.642859,569,1.848299,10.580317,337000,98000,123919000,7.225208,6.738348,0.410035,68.72919,0,4.475309,1.789858,1
23,234951313.3,217223692.5,17325224.95,53236162.42,166048512.7,32177920.19,367258.3451,6379584.884,19730487.55,8.595024,54092191.18,3.317196,6.677154,66.519874,61.414361,-0.024193,19.484026,13944343.32,20011407.78,1.1385,151000748.1,26.917862,71.027575,23616374.6,209806865.1,5.934993,12,493636.3567,13944343.32,25411311.46,10082552.61,-572665.3076,0,0.955791,0,17.2,3.349926,0,449749.4734,3.184734,253202.3149,24.46029,55325.38892,60655844.13,15.147612,0.670158,144293846.8,5757.392566,72.812145,1865760.65,2.151551,31.173527,6.677154,20006448.47,48.680702,17893798.49,103.200373,46784,2.580808,86.898608,312793.6619,1198953.947,65513018.21,8.216479,10.253969,0.550171,16.696369,22451212.46,35.806548,2.55998,2
24,283570807.6,257607961.2,25962846.37,103086026.9,123756248.8,18825074.1,1141348.876,45907904.9,62480508.33,18.011825,90345274.85,0.497231,4.83397,177.90686,31.507981,1.10267,-14.179571,21241850.77,27818466.61,0.276932,97754269.77,51.991726,51.999453,30205092.91,233353208.4,7.490845,12.9,4658234.602,21241850.77,8365215.306,4725412.112,0,3955234.915,10.164352,29.759385,16.9,17.82294,0,2456082.955,19.091586,5640923.835,59.785528,0,24442329.42,15.736592,-4.305851,89347437.46,0,30.060701,10583934.11,8.114173,37.590743,4.83397,3510346.541,58.180855,19151866.66,187.139482,0,13.486519,72.196304,1141348.876,4755436.48,144005770.9,10.504975,12.844307,-3.70375,40.765249,21537632.25,53.017353,13.583711,4
25,333220657.4,317641612.7,15579044.72,73176847.73,140548068,87169566.41,-283105.0215,10042947.01,21111440.11,-6.821417,108281006.5,8.178123,0.362323,96.999412,51.937586,0,0.121201,13242749.54,16624830.23,0.123411,173677155.8,46.324239,67.359429,4597433.028,302600640.3,3.521888,21.5,524867.3306,14911020.54,83255090.31,629273.1057,168456.1266,120942.8601,0.846552,0.423422,23.9,1.500789,51832.65433,213007.5271,1.785676,221152.6585,-57.554945,170924.3482,0,22.432004,3.618628,173066764.6,0,51.096781,1225595.453,0.713773,21.960478,0.362323,0,20.842069,19556337.07,145.413646,15404,1.248649,123.137064,-283105.0215,761816.6075,129533875.7,4.965794,5.850034,3.611172,11.263584,26301986.79,54.64684,1.219205,2
26,352566085,337414042.6,15152042.38,91797728.8,196941008.6,114935208.6,498951.0034,5854868.539,23806244.49,12.883746,183272490.8,13.27091,0.454269,44.82679,66.593754,0,3.891608,12788349.93,16188572.06,0.123411,235266073.2,58.528704,74.676425,1321362.452,285951374.7,3.440725,25.3,436998.6404,14216216.15,110740959.6,1068739.968,-35542.39154,49858.07702,0.587495,0.179962,28.8,1.807926,59360.73031,160804.6395,2.077909,-33074.1699,18.703443,141429.0997,0,26.918641,1.929421,234786991.4,102431.1978,41.070045,1241515.482,1.010601,26.037028,0.454269,0,15.965316,62661606.52,182.938768,11835,1.397848,119.216913,498827.5924,1210909.534,51164383.32,4.547162,5.487281,1.874543,8.239933,0,33.694379,1.386291,4
27,151168352.2,134555708.5,16612643.67,25459134.76,121739977.7,8553539.979,792018.4453,5965301.116,11038735.43,18.823503,19592275.41,2.162176,1.425307,120.261462,73.036507,0,-1.952766,14078481.46,14098725.41,0.274725,112333589,15.03703,84.737972,11638718.7,139914348,6.295295,15.8,573048.9291,14089533.93,8553539.979,1601098.979,7058190.455,0,1.779245,0,15.8,4.28157,0,88322.80652,0,0,5.961584,82773.08097,0,18.669216,3.500786,110408084,27482.1442,84.96297,1119852.527,2.415389,23.293955,1.425307,9753953.773,58.864274,7855114.944,101.474551,0,2.661915,90.691724,787101.4121,0,29506264.08,12.346294,0,3.41661,15.046583,0,20.390077,2.622319,3
28,299816000,276742000,23074000,197356000,263714000,849000,555000,68364000,36049000,9.834758,42310000,-6.089746,0.827399,51.428571,11.239227,-0.002891,0.589408,16825000,17713000,1,33841000,15.992168,12.547897,73187000,224954000,4.916539,12.5192,52000,17322000,84000,280000,-1453000,14000,0.074329,0.024323,12.8018,1.228052,79000,836000,1.49189,36000,23.763736,204000,18844000,16.676414,-4.250845,33697000,18000,84.00632,2467000,0.829626,79.473744,0.842049,40919000,46.149332,55799000,15.226341,34788,1.181021,12.777858,547000,129000,191257000,8.360842,7.95121,-4.222681,70.74517,34326000,74.008097,1.18797,1
29,210842641.8,198401317.4,12135554.35,29753938.76,164508686.8,22505613.23,28153.03972,429514.6602,152095.3257,0.929982,25446870.86,3.957556,1.719391,59.707701,78.693323,0.293425,9.570069,0,13444150.8,0.000875,167640088.7,13.629196,90.047353,16393165.31,194688621.2,3.793672,11.11,608453.0125,10468597.59,19139064.82,2882389.238,-336276.3541,494555.3267,1.326266,1.246381,14.27,3.250686,6250.109491,247627.4666,2.995733,203153.4819,20.001491,108271.1006,0,12.882187,4.629531,165919080.4,62330.56583,86.370804,813454.3301,1.793844,16.899272,1.719391,5876933.267,44.679835,8006338.662,103.955329,0,2.027467,100.857337,24418.89007,1228866.672,28769540.83,6.212512,7.352451,4.432731,9.343171,131167499.1,17.88916,1.967035,3
30,108827651,97500008.07,9488364.487,45360163.91,83811344.39,6342835.866,345977.94,6666677.659,18332367.65,14.254443,24775155.32,-1.695737,3.33778,92.530783,49.941425,-0.001796,1.473554,0,12111640.42,0.272294,56082162.15,28.053199,58.656548,16699050.31,87361149.65,9.320924,15.1,177788.9699,11430360.65,4388584.562,1871898.956,7191566.693,0,0.754443,0,16,3.115395,0,274517.6277,0,0,5.68277,65279.78137,3448069.393,0,-3.065793,54350079.39,-22603.13111,71.946801,641341.3128,1.816739,43.406926,3.33778,1878573.701,0,17748794.07,88.263119,0,2.498491,64.848118,328074.3323,0,33011070.26,9.743144,10.514438,-2.865886,21.05354,43557977.42,30.915474,2.505411,2
31,196698012,179872787,16825224.93,51657541.99,111669104.2,21358414.2,277542.2001,5483000.353,10484927.56,6.61324,39682367.01,2.824752,0.351015,80.496454,62.79881,0.059188,0.504032,13308919.44,14200909.24,0.770951,123874022.5,28.661956,86.687154,17882969.09,179707803.6,6.772832,15.8,333050.6401,13322025.6,19912881.91,434816.1135,0,313005.9257,0.939582,1.346813,16.9,2.517621,0,683833.143,3.498924,0,22.040816,506514.5152,3162439.18,19.980591,0.213909,123524010.9,99452.6217,67.421749,1763163.921,1.667511,26.262361,0.351015,0,42.810725,1462493.204,132.705363,47000,2.144268,110.616103,261352.2384,1082414.58,56183792.7,9.429739,9.288735,0.212678,14.79126,44938707.9,55.8873,2.202266,2
32,155753546.4,147647012.5,8106533.844,94257809.62,90223008.61,34530538.72,185369.3125,11099431.48,11384232.61,9.170363,60246447.03,1.485955,0.380505,130.414747,51.752158,0.05843,-1.156475,4789062.354,7100141.829,0.710227,81007810.03,44.359554,55.968261,10764204.22,145797580.8,3.156774,12.8,333096.5807,6359374.806,33805396.7,308238.627,6392.045259,239346.5836,0.932888,1.480237,14.2,2.313129,9943.181515,214488.6298,3.233146,0,19.195046,58238.63459,0,16.25162,1.986844,80605821.4,7812.499762,47.496679,873579.5188,1.297225,38.153041,0.380505,0,32.025846,4679687.357,125.57968,16915,1.906324,89.340649,161931.8132,648437.4802,65191759.37,5.517581,5.670289,1.974055,10.956623,19343039.18,45.398299,1.89157,2
33,296654200.7,281100455.3,15553745.45,73217326.57,146501541.9,94038874.05,532395.4066,11227940.22,17972479.24,13.839454,127017400.4,11.863713,0.347206,56.265592,62.314413,0,1.808271,11679624.78,14316549.36,0.123411,185220164.5,52.805014,74.426722,0,248910155.6,3.872337,26.1,346538.3175,12830926.76,91310625.26,643095.1469,0,38257.43534,0.581745,0.148668,29.1,1.712106,7651.487067,188448.7218,2.106532,84413.1799,18.218009,49364.43269,0,31.600352,5.937388,184858323.2,0,47.194986,1119585.333,0.988085,25.038803,0.347206,0,16.591764,41874120.5,163.156487,13894,1.450014,126.181828,532025.1733,948290.752,64051832.35,5.587392,6.162729,5.892592,9.889733,32744415.49,38.310477,1.407961,2
34,120871283.6,105205529,14145754.6,21519257.92,99163511.84,4085852.746,707659.7702,5953637.377,12051913.43,20.633056,14769902.64,1.030944,1.461425,146.069918,58.539664,0,-3.441221,14017998.6,17609650.79,0.266667,72301055.5,14.518819,68.906949,6801872.888,109547420.4,10.998913,15.6,213963.2112,15537998.68,2565852.667,1056625.922,5568986.157,0,0.835332,0,17.6,4.027662,0,188570.9432,0,0,0,140777.3407,41700.53551,14.158475,4.902764,70757642.89,68103.47022,85.481181,1182518.995,2.95835,38.019481,1.778108,427864.8223,82.658308,8031327.619,83.143403,0,3.294492,71.354515,701550.4366,0,38789777.49,13.445828,12.960692,4.883964,22.140018,21528016.86,30.258117,3.295599,2
35,232801559.7,226792837.6,6008722.049,69070069,97682741.2,16412996.44,0,32194438.68,43958607.6,0,60371604.03,7.252888,0,0,24.950545,0,0,0,0,1.1385,58085258.86,52.913111,51.050027,0,140929171.7,0,0,0,0,16098314.01,0,1187331.005,0,0,0,0,0,0,0,0,0,0,0,8779178.897,0,-0.032742,58085258.86,0,47.086889,0,0,34.846497,0,0,0,36875630.32,108.117628,0,0,59.463174,0,0,82843912.89,2.653113,2.716221,-0.032742,10.886419,18684705.07,0,0,1
36,213934258.2,203828984.3,9520534.934,22260419.43,15829054.37,179095456.6,107566.3071,2682587.576,6725186.087,4.542082,185235903.7,1.182839,1.701385,39.781357,86.193548,0,19.979137,9270412.711,11404320.44,0.152793,185654098.2,94.144891,92.309628,318726.3019,210407641.9,4.535569,20.6,700556.1334,9795715.217,176793323.7,3158690.719,0,1680.723548,1.399396,0.072024,24,2.165141,-152.79305,67381.73497,1.612132,343631.569,21.252796,-114747.5804,570834.8341,20.095268,0.07322,184397528.2,3514.240146,4.626979,320101.4394,0.812372,10.405262,1.737615,0,22.145588,1717546.673,2039.288052,3660,0.923875,1164.93079,98857.10323,748074.7719,26010113.66,4.710534,5.526309,0.046192,6.411511,669997.5234,-38.307241,0.921982,4
