Sourceid,Targetid,Weights
0,2,3047.2000000000003
0,3,12808.8
0,4,13339.2
0,5,2223.2000000000003
0,6,11970090.376594398
0,7,34562.4
0,8,10641.6
0,9,9797.6
0,10,1094.4
0,11,2165.6
0,12,9780.8
0,13,23276.0
0,14,11939.2
0,15,3544.0
0,16,3014.4
0,17,616.8000000000001
0,24,37181729.106800005
0,25,12060.8
0,26,17342956.01952
0,27,24976.800000000003
0,28,22592.0
0,29,121676.26056
0,31,6196.0
0,32,7658.400000000001
0,33,8275.2
0,35,396.8
0,38,5159076.555863999
0,42,730000.0
0,44,13927.2
0,46,6795.200000000001
0,47,5505.6
0,51,1744.8000000000002
0,53,2432322.56
0,55,836.0
0,56,5905.6
0,60,1699.2
0,64,3697212.9584
0,66,271.2
0,69,2848446.8784799995
0,70,10292.8
0,72,7132.0
0,73,4547794.82928
0,75,7766.400000000001
0,78,7060.0
0,81,2076.0
0,87,59520.8
0,88,3197.6000000000004
0,92,20051.0
0,93,399921.7276
0,95,22903.2
0,97,540.0
0,98,14166.33184
0,101,5257.6
0,103,2073.6
0,104,2993.6000000000004
0,105,4134.400000000001
0,107,405278.37808
0,108,20675.2
0,112,31725.6
0,114,4173.6
0,116,665949.03888
0,122,496.0
0,124,997951.6056
0,126,10779.2
0,128,4968.8
0,130,151408.02192
0,131,2069.6
0,133,1096.0
0,136,9012.0
0,144,1300576.0
0,154,6541.6
0,155,189082.31896
0,159,21940.800000000003
0,160,28796.800000000003
0,168,6203729.0536
0,173,2147.2000000000003
0,174,93524.0
0,179,84621.6
0,183,4844.940285600001
0,190,6747.200000000001
0,192,97524.8
0,194,33452.0
0,195,2875831.8432
0,203,1528.8000000000002
0,207,431661.12520000007
0,209,240463.66592000003
0,211,107655.2
0,215,4445.6
0,221,8035.200000000001
0,228,39245.399999999994
0,234,489072.1792000001
0,235,1657198.136
0,246,26391.599999999977
0,254,2442072.61448
0,255,85020.8
0,257,2335.2000000000003
0,259,12464.0
0,261,148772.0
0,262,10732.0
0,263,4716.0
0,266,227885.6
0,269,421964.80912
0,276,25104.0
0,277,40674.4
0,288,83.19999999999982
0,297,160000.0
0,299,92707.2
0,300,11893.399999999994
0,303,499593.6
0,308,175364.0
0,312,13101.0
0,318,534589.2908
0,329,59716.0
0,330,81319.20000000001
0,337,2000.8
0,340,26091.2
0,343,359946.4
0,345,1598.3999999999996
0,357,198.4
0,359,3398.4
0,367,32000.0
0,374,3753.7999999999993
0,386,2292.0
0,391,196050.12863440253
0,405,4612.8
0,411,7520.0
0,417,5340.399999999998
0,433,14510.73957
0,436,430.1706624000001
0,441,9047.2
0,443,37448.0
0,444,620.8000000000001
0,445,920.0
0,453,10000.0
0,457,17229.257924
0,462,15094.6
0,463,4828.0
0,469,6314.399999999994
0,478,1240.0
0,487,1375.0
0,490,84170.40000000001
0,494,476.8
0,509,34660.0
0,533,1156.0
0,540,42154.4
0,565,95704.8
0,580,72794.40000000001
0,581,61432.8
0,591,8000.0
0,593,5080.4
0,596,1251.0
0,600,28648.0
0,608,9964.0
0,612,29020.0
0,613,7908.0
0,618,20.0
0,627,2466.4
0,636,44000.0
0,670,1748.0
0,691,5815.399999999998
0,701,1778.4
0,706,4060.0
0,709,14425.6
0,720,63612.8
0,721,18702.4
0,729,19891.0
0,744,390.4
0,751,28533.0
0,763,1000.0
0,767,3959.4
0,770,2096.8
0,780,80.0
0,781,4995.0
0,789,10083.0
0,790,10496.8
0,796,218.0
0,816,13463.6
0,832,1263.0
0,859,1000.0
0,864,25228.0
0,865,12000.0
0,871,8739.2
0,874,9082.4
0,876,32857.0
0,878,18058.4
0,888,101.59999999999997
0,893,840.0
0,984,30710.4
0,992,3465.6000000000004
0,1021,7580.8
0,1023,4954.0
0,1031,452.8
0,1061,7102.400000000001
0,1063,15660.0
0,1070,17702.4
0,1072,9784.0
0,1098,2017.0
0,1111,6784.0
0,1115,6644.0
0,1116,675.0
0,1151,2058.3999999999996
0,1158,312.8
0,1174,12075.0
0,1185,6686.0
0,1205,8036.0
0,1257,344.5999999999999
0,1268,445.6
0,1269,6219.0
0,1274,24224.0
0,1276,18603.2
0,1290,213.0
0,1294,83.2
0,1312,892.1999999999998
0,1336,4186.400000000001
0,1360,10194.4
0,1363,10628.8
0,1389,1138.4
0,1396,873.2000000000007
0,1424,5662.5999999999985
0,1435,3928.0
0,1444,3877.0
0,1473,14891.2
0,1474,915.2
0,1502,22749.6
0,1517,1181.3999999999996
0,1527,1610.0
0,1546,2545.2000000000007
0,1552,3493.6000000000004
0,1587,1133.8
0,1589,2028.8
0,1599,4442.400000000001
0,1605,2000.0
0,1635,2148.0
0,1655,22028.0
0,1657,12442.4
0,1665,7375.200000000001
0,1703,3180.0
0,1707,7296.0
0,1747,533.8000000000002
0,1757,6908.799999999996
0,1758,3248.0
0,1768,10633.6
0,1770,1285.6
0,1777,2548.0
0,1781,9162.0
0,1789,1709.6
0,1819,6773.6
0,1826,869.3999999999999
0,1830,542.0
0,1832,46.599999999999994
0,1857,1974.4
0,1865,3416.0
0,1881,1064.8
0,1894,3124.8
0,1896,417.0
0,1947,1953.0
0,1957,13884.0
0,1960,10037.0
0,1973,69388.0
0,1985,5307.0
0,1986,92.0
0,2040,2295.3999999999996
0,2061,60.0
0,2080,1401.0
0,2081,2176.0
0,2110,1678.0
0,2130,856.0
0,2173,1942.0
0,2198,1344.5999999999997
0,2202,6664.0
0,2205,791.0
0,2234,478.3999999999997
0,2250,15619.2
0,2252,2249.6
0,2263,2953.6000000000004
0,2273,1375.0
0,2280,1521.5999999999997
0,2283,8158.0
0,2300,5412.0
0,2356,5178.400000000001
0,2373,19.0
0,2386,1084.7999999999993
0,2405,2522.0
0,2422,1992.0
0,2423,5000.0
0,2424,4796.0
0,2469,237.0
0,2478,224.0
0,2485,1494.0
0,2503,3306.0
0,2533,1246.4
0,2534,9220.0
0,2541,329.0
0,2592,3018.0
0,2626,5113.0
0,2727,2649.6000000000004
0,2748,448.0
0,2764,442.0
0,2769,7354.400000000001
0,2824,3803.0
0,2828,1371.0
0,2832,191.0
0,2835,2279.0
0,2846,5764.0
0,2860,3429.0
0,2874,544.0
0,2880,2424.0
0,2921,4284.0
0,2951,688.0
0,2973,1060.8
0,2985,2960.0
0,3014,2902.0
0,3020,15267.0
0,3038,13823.0
0,3062,3227.0
0,3070,1874.4
0,3091,1795.0
0,3159,1441.6
0,3212,165.0
0,3218,2380.8
0,3221,706.1999999999998
0,3250,2896.0
0,3254,85.60000000000001
0,3283,1075.0
0,3314,5790.0
0,3391,160.0
0,3419,2000.0
0,3439,5128.0
0,3451,3006.0
0,3483,2861.0
0,3505,143.20000000000002
0,3534,1744.0
0,3558,1800.0
0,3568,7940.0
0,3618,20.59999999999997
0,3672,2000.0
0,3704,2926.0
0,3729,602.0
0,3738,3400.0
0,3773,2985.0
0,3799,40.8
0,3815,4.0
0,3911,468.0
0,3939,808.0
0,3968,420.39999999999986
0,3972,522.0
0,3974,44.0
0,3987,1440.0
0,3989,1735.0
0,4015,1200.0
0,4154,175.79999999999995
0,4181,1979.2
0,4208,440.0
0,4245,326.0
0,4285,588.0
0,4328,2.0
0,4440,52.0
1,0,17224.0
1,2,2005.6
1,3,3120.0
1,6,1268.0
1,7,4812.8
1,8,92800.0
1,13,4605.6
1,14,64828.8
1,17,1383372.5048000002
1,24,31333.6
1,25,14028072.680000002
1,28,424.0
1,34,4616.8
1,36,8890.4
1,46,5249.6
1,69,67768.8
1,70,2811.2000000000003
1,74,565946.9361999998
1,88,1547682.42832
1,105,4484.0
1,201,64000.0
1,209,70892.50487999996
1,301,1747.2
1,361,28555.2
1,438,11436.0
1,621,14030.4
1,721,3468.5999999999985
1,1293,21855.2
1,1325,11044.8
1,1472,2626.7999999999993
1,1900,2000.0
1,2154,674.0
1,2262,1086.0
1,2729,1536.0
1,2740,4000.0
1,3189,38.400000000000006
1,3399,887.0
1,3650,3.5999999999999996
1,4035,629.6
1,4547,18543361.63664
2,0,3410.4
2,1,6087.200000000001
2,4,3532.0
2,6,677736.7563168001
2,8,261.6
2,9,4033.6
2,10,10172.0
2,12,2055236.5568
2,13,29529.6
2,14,638.4000000000001
2,17,5541.6
2,18,840.8000000000001
2,21,6231.200000000001
2,23,871.2
2,27,5790036.92768
2,28,80.0
2,30,16972.0
2,31,1544.8000000000002
2,32,574.4
2,33,60.0
2,34,6934849.970114402
2,35,21101.6
2,36,161.60000000000002
2,38,26129.6
2,39,16012.8
2,42,5388.8
2,43,3925.6
2,44,14314.4
2,46,10095.2
2,47,6123.200000000001
2,50,278589.60000000003
2,51,7292.8
2,55,18720.0
2,56,2676.8
2,60,11560.0
2,66,660.0
2,69,2484.0
2,70,20300530.977568
2,73,5887.200000000001
2,74,3022.4
2,75,7520.0
2,78,2931.2000000000003
2,82,28000.0
2,87,8496.800000000001
2,91,5800.0
2,95,3793.6
2,97,22345.6
2,101,49644.8
2,103,12360.8
2,104,831.2
2,105,2396.0
2,108,28884.800000000003
2,109,5869.6
2,110,851313.9568
2,111,4104.0
2,112,12527.2
2,114,927.2
2,122,12244.8
2,126,8008.0
2,128,313094.4
2,129,396.0
2,133,4600.8
2,136,3171.2000000000003
2,138,50240.8
2,141,3028.0
2,144,6999.200000000001
2,154,5868.8
2,160,484.0
2,168,3442.4
2,173,17068.8
2,175,12226.4
2,187,192890.4
2,188,1777.6
2,190,4045.6
2,191,8910.4
2,200,1600.0
2,203,20452.0
2,205,136.8
2,225,119483.78176
2,244,2770.4
2,246,597.6
2,247,17123.6
2,253,101136.0
2,254,1329.6
2,259,1038698.868
2,262,3186.4
2,263,80.0
2,266,764.8000000000001
2,269,310390.39088
2,270,89673.51688000001
2,275,3081.6000000000004
2,279,408000.0
2,280,4360.0
2,283,325314.39999999997
2,285,2290.0
2,293,1040.0
2,296,460.8
2,318,662.4000000000001
2,319,13628.0
2,321,94608.0
2,324,2945.6000000000004
2,334,13952.0
2,345,9937.6
2,365,60458.0
2,377,26148.0
2,380,79400.8
2,382,47932.0
2,386,249.0
2,392,30406.29732
2,396,108077.6
2,397,191574.4
2,406,282.40000000000003
2,412,50288.8
2,425,511.1999999999998
2,452,4228.8
2,454,8827.199999999997
2,475,17607.2
2,479,7347.599999999999
2,499,972258.8392000002
2,509,9136.0
2,566,9804.0
2,591,2000.0
2,614,9000.800000000001
2,658,8024.8
2,665,10000.0
2,679,5572.8
2,690,7978.399999999998
2,691,19997.6
2,696,2908.3999999999996
2,723,25193.0
2,744,223.59999999999997
2,824,990.4
2,831,430.6
2,847,9161.6
2,849,75868.8
2,871,4922.799999999999
2,889,23214.4
2,909,15474.4
2,915,418.3999999999997
2,918,5620.8
2,939,6400.0
2,972,1540.8000000000002
2,987,320.0
2,988,25954.4
2,994,21445.6
2,1004,5342.799999999999
2,1017,55.0
2,1032,54539.2
2,1106,9780.0
2,1126,23559.2
2,1143,1197.6
2,1153,28.8
2,1200,2135.2000000000003
2,1212,3901.0
2,1228,11488.8
2,1235,339.39999999999964
2,1255,3251.5999999999995
2,1319,8749.6
2,1326,27391.0
2,1365,2442.4
2,1401,2541.6000000000004
2,1420,7872.0
2,1430,900.0
2,1454,3718.0
2,1456,1365.0
2,1487,19.59999999999999
2,1488,6303.200000000001
2,1502,31835.2
2,1520,3899.0
2,1544,5986.400000000001
2,1549,1205.6
2,1594,1359.0
2,1657,1124.5999999999983
2,1705,3900.8
2,1763,3673.2
2,1769,1185.0
2,1779,160.0
2,1809,21651.2
2,1821,8088.0
2,1863,804.1999999999998
2,1884,1421.0
2,1893,187.0
2,1936,1400.0
2,1953,10624.8
2,2005,314.0
2,2051,7813.6
2,2162,1168.0
2,2246,4720.0
2,2263,2738.3999999999996
2,2308,700.8000000000001
2,2349,795.0
2,2364,101.6
2,2370,76.0
2,2371,4445.6
2,2395,104.0
2,2415,2153.3999999999996
2,2460,622.5999999999999
2,2470,187.4
2,2491,420.0
2,2495,180.0
2,2514,1056.0
2,2580,430.4
2,2583,4840.0
2,2587,2891.2000000000003
2,2609,2672.0
2,2649,6410.0
2,2698,2425.0
2,2729,1478.8000000000002
2,2761,6800.0
2,2771,750.0
2,2777,310.0
2,2797,3525.0
2,2840,2000.0
2,2955,3000.0
2,2987,1175.0
2,2988,3912.199999999999
2,3101,5262.0
2,3131,420.0
2,3155,20197.0
2,3188,2340.0
2,3195,502.4
2,3225,7308.0
2,3231,2588.0
2,3243,10956.0
2,3262,2074.4
2,3266,1120.0
2,3271,1476.0
2,3282,1200.0
2,3288,375.0
2,3314,160.0
2,3369,2132.0
2,3375,6197.6
2,3379,4000.0
2,3386,268.0
2,3430,11.0
2,3476,3007.2
2,3485,1160.0
2,3550,709.6
2,3581,25.0
2,3586,949.6
2,3658,2000.0
2,3861,1203.2
2,3864,1250.0
2,3905,130.0
2,3910,1145.1999999999998
2,3912,7114.0
2,3914,2825.0
2,3968,1993.6
2,4006,1393.0
2,4025,313.6
2,4028,176.0
2,4043,1000.0
2,4067,640.0
2,4084,1011.0
2,4162,1379.2
2,4288,329.8
2,4425,575.0
2,4547,42932.0
3,0,1741.6
3,2,28075.2
3,4,10596.8
3,5,6160.0
3,6,7456006.764800001
3,7,3440.0
3,8,22961.6
3,9,23040.0
3,10,7994.400000000001
3,13,8866.4
3,14,8628.0
3,17,13599.2
3,21,632352.38832
3,23,716.0
3,24,5544.8
3,25,118.4
3,26,11058.4
3,27,5834.400000000001
3,28,679.2
3,32,1066.4
3,34,10670.4
3,35,60419.41828
3,36,4798.400000000001
3,38,6021.6
3,39,1441.6
3,43,556.8000000000001
3,44,20328.0
3,46,4484.8
3,51,1052.0
3,52,161210.40000000002
3,53,5465.6
3,54,254508.8
3,56,24531.2
3,66,2809.6000000000004
3,69,320074.09592
3,70,1780.8000000000002
3,73,7908.0
3,74,5993.6
3,78,17975.2
3,82,184.0
3,87,69966.40000000001
3,88,26942.4
3,95,2620638.2947999993
3,97,14166.4
3,101,4576.0
3,103,1171.2
3,105,18512.8
3,108,1947.2
3,110,54118.4
3,131,14337.6
3,133,2691.2000000000003
3,136,4098.400000000001
3,144,3366.4
3,154,20452.800000000003
3,173,3490.4
3,181,561530.78136
3,183,14823.2
3,188,2732.0
3,190,7269.6
3,193,789129.1000000001
3,200,2635946.8144000005
3,205,7688.8
3,223,35000.0
3,244,4276.8
3,257,154827.85971440078
3,295,17054.4
3,354,107501.0
3,381,30336.0
3,385,149696.80000000002
3,439,9047.4
3,549,42260.8
3,553,23741.6
3,560,13564.0
3,622,92732.8
3,761,28768.0
3,779,5724.0
3,785,8175.0
3,811,69120.0
3,884,3024.7999999999993
3,915,3133.6000000000004
3,1237,501.7999999999997
3,1243,26555.0
3,1377,10119.2
3,1689,2644.0
3,1763,8060.8
3,1768,12046.4
3,1822,2297.6
3,1934,850.0
3,1973,16452.8
3,2470,745.6
3,2923,149.6
3,3035,74.0
3,3195,325.59999999999997
3,3368,740.0
3,3505,5250.8
3,4137,800.0
3,4291,5000.0
3,4547,2232.0
4,0,6220.8
4,1,7379.200000000001
4,2,29588.0
4,5,31173593.483256
4,6,25.6
4,7,32148.0
4,9,521.6
4,13,30985.6
4,17,4933111.175412006
4,21,41107.2
4,23,81721.6
4,25,492.8
4,26,13512.0
4,27,915.2
4,28,1428.8000000000002
4,30,9335.2
4,33,6078.400000000001
4,34,424.8
4,35,21842207.608840007
4,38,4482.400000000001
4,39,2192.8
4,41,1116225.6
4,44,20595.2
4,46,837093.5146671974
4,53,27566.4
4,55,11892.8
4,66,4616.8
4,69,5356.8
4,70,19528.0
4,73,15394.4
4,74,13702.4
4,77,164.0
4,78,4184.8
4,87,3172.1402856000004
4,88,1587426.325824
4,95,1851.2
4,101,5116.0
4,108,2492.0
4,128,2948.8
4,131,1530.4
4,168,4439.2
4,169,64222.4
4,188,3684.8
4,195,41621.600000000006
4,198,14742.199999999995
4,200,421.6
4,203,608.8000000000001
4,238,228001.1868
4,244,71719.2
4,259,2232.0
4,262,22176.0
4,277,3855.2
4,362,112406.4
4,373,41415.2
4,382,11612.0
4,389,27081.6
4,412,33730.2
4,423,129849.6
4,462,60358.4
4,491,29600.0
4,499,9653.6
4,516,372.0
4,523,36200.0
4,545,9279.2
4,581,8412.0
4,628,1462.0
4,681,38195.28100000002
4,745,1000.0
4,750,20601.6
4,779,551.0
4,850,42396.0
4,851,2419.3999999999996
4,1111,24464.0
4,1132,7650.0
4,1177,41060.8
4,1197,1304.8000000000002
4,1288,1608.0
4,1312,1396.8000000000002
4,1380,1375.0
4,1410,23627.2
4,1419,3681.2
4,1430,3600.0
4,1439,5469.6
4,1528,1600.0
4,1545,11405.6
4,1655,46700.0
4,1747,4167.2
4,1853,2580.0
4,1886,5055.0
4,1924,5000.0
4,1981,2760.0
4,2034,1400.0
4,2101,3071.0
4,2180,1589.0
4,2212,728.0
4,2231,1050.0
4,2266,2800.0
4,2301,2691.0
4,2306,1051.0
4,2335,1606.0
4,2365,691.8
4,2371,2127.3999999999996
4,2490,2655.0
4,2519,3500.0
4,2536,4500.0
4,2586,3238.0
4,3203,87.2
4,3906,182.0
4,3910,1556.8000000000002
4,3960,1146.0
4,4193,1833.0
4,4202,8.0
4,4208,36.0
4,4314,160.0
4,4547,244341.6
5,1,6812.0
5,2,5284.0
5,3,15087.2
5,4,30694.4
5,6,48628.8
5,8,23278577.80774639
5,11,14423.2
5,12,2480.0
5,13,6179.200000000001
5,14,4192404.8
5,17,24055190.93407598
5,18,1758506.8776000002
5,20,326815.20696000004
5,23,1581.6
5,24,93178.956
5,25,5828.0
5,26,15244.8
5,27,2288.0
5,28,4102.400000000001
5,30,8899.2
5,31,11376.0
5,32,26661.6
5,33,2968.8
5,34,1652.8000000000002
5,35,3753.6
5,38,6968.0
5,39,2826.4
5,41,16358.4
5,43,92905.6
5,44,4581.6
5,46,29336988.668640003
5,47,8828.800000000001
5,51,1138802.0032
5,55,1014.4
5,66,4316.8
5,73,518.4
5,74,11772.8
5,77,3300.0
5,82,17587.2
5,87,1920.0
5,88,13767.2
5,95,5688.0
5,96,811261.6000000001
5,97,4522.400000000001
5,101,5123452.053840001
5,102,411381.5855999999
5,105,13988.0
5,108,2993.6000000000004
5,114,11138.4
5,116,284.8
5,122,3378.4
5,129,1284.0
5,131,5600.8
5,133,9593.6
5,136,477211.839184
5,153,541988.0816
5,168,10829.6
5,173,2804.8
5,183,2423308.5974824005
5,184,134184.0
5,185,316716.7824
5,189,479485.6
5,195,1648.0
5,200,9992.8
5,203,18108.8
5,221,360952.8000000001
5,244,13416.8
5,254,8284.65192
5,262,23356.800000000003
5,280,196518.4
5,287,132976.56488000002
5,292,133686.4
5,326,3020.8
5,329,14929.0
5,336,6408.0
5,337,9064.2
5,346,20680.800000000003
5,352,16273.6
5,366,2137.3999999999996
5,371,47603.2
5,375,38642.4
5,399,12000.0
5,411,12988.0
5,419,40180.0
5,422,28052.800000000003
5,460,3137.0
5,473,2346.4
5,491,7400.0
5,501,8047.200000000001
5,516,1020.0
5,526,1250.0
5,532,55512.0
5,627,340.5999999999999
5,629,24028.0
5,633,15588.0
5,659,13459.2
5,674,83.0
5,710,22210.4
5,735,426.5999999999999
5,743,16557.600000000002
5,801,10669.6
5,825,1022.4
5,872,1120.1999999999998
5,892,18443.2
5,989,383.0
5,1027,2438.4
5,1029,178979.2
5,1058,24170.0
5,1073,557.6
5,1092,6000.0
5,1151,8077.6
5,1156,8252.800000000001
5,1169,2203.0
5,1218,7146.400000000001
5,1246,8562.4
5,1262,4990.400000000001
5,1305,1980.8
5,1316,1284.0
5,1449,4148.800000000001
5,1494,1401.6
5,1502,581.6
5,1503,6776.8
5,1512,7329.6
5,1571,4552.0
5,1630,11623.0
5,1662,4976.0
5,1773,17874.4
5,1783,741.0
5,1811,7867.200000000001
5,1878,3453.6000000000004
5,1885,7257.0
5,1921,2920.0
5,1994,4358.0
5,2066,10401.0
5,2072,4347.2
5,2084,2368.0
5,2365,1819.2
5,2366,9930.0
5,2403,344.0
5,2415,9601.6
5,2553,780.0
