Sourceid,Targetid,Weights
0,14,3844.621336889755
0,37,63.0456319999983
0,121,3276.8
0,136,137026.23590399997
0,148,30549.355816000003
0,185,44610.12300441985
0,209,33707.84037336516
0,226,1730.816
0,228,55408.14976
0,232,16425.123269169217
0,238,20938.84546475295
0,240,40462.7218340122
0,286,37854.0
0,290,186406.95296
0,333,9604.8
0,336,21.12
0,339,113705.6
0,345,24928.08
0,361,57439.555839999986
0,366,17126.0
0,416,920.4067465492996
0,422,863.9992745072528
0,424,225.99999999999957
0,426,34429.0
0,431,1933.9637096448
0,474,36549.0
0,495,56631.0
0,501,3532.6083072
0,516,58.08
0,527,63220.0
0,532,30496.0
0,550,5821.2118528
0,553,440.0
0,556,2645.6000000000004
0,567,925.1586048000004
0,572,12161.399999999998
0,621,6305.399999999998
0,622,52633.600000000006
0,650,3941.9051508069897
0,680,53644.21120000001
0,701,18010.4
0,717,5000.0
0,725,23647.2
0,726,9342.848746169848
0,729,66598.0
0,735,73.32848205824
0,751,1034.7520000000002
0,757,26559.86227260402
0,774,4000.0
0,789,5412.0
0,790,19901.26336
0,807,156.0
0,816,11589.12
0,819,52801.600000000006
0,821,277.4951526400002
0,826,930.8159999999998
0,832,371.52
0,842,7509.6
0,847,1979.0399999999995
0,850,25306.876160000007
0,860,34.559999999999995
0,871,751.0320742399999
0,875,7192.0
0,877,2130.5472000000004
0,880,6762.580803584001
0,893,64.0
0,895,23009.0
0,914,544.6946432339151
0,915,5524.0
0,926,487.36255999999986
0,940,13314.88
0,949,24000.0
0,965,19342.72
0,972,6689.152000000001
0,981,20819.424003759697
0,1015,48242.0
0,1023,15554.0
0,1032,41678.0
0,1044,435294.2086
0,1067,22272.199999999997
0,1072,1140.2923422515205
0,1105,48800.0
0,1111,37358.4
0,1212,1040.16195584
0,1254,338.79999999999995
0,1262,13672.0
0,1274,23273.839999999997
0,1275,85690.0
0,1288,3137.0
0,1326,19501.0
0,1333,9936.0
0,1346,32852.0
0,1363,6669.0
0,1398,6080.0
0,1404,998.1999999999998
0,1428,120.47999999999992
0,1449,784.5999999999999
0,1472,22763.96
0,1512,5207.0
0,1520,8521.0
0,1540,25848.448000000004
0,1571,9612.8
0,1573,50451.0
0,1611,2098.4
0,1628,389.0
0,1657,28764.800000000003
0,1665,1864.833703372827
0,1698,2400.0
0,1700,303.93855999999994
0,1707,193.51512023040016
0,1721,8909.0
0,1732,35682.724032
0,1741,4172.8
0,1747,2224.0
0,1751,323.79999999999995
0,1767,7000.0
0,1769,3088.0
0,1772,10866.2
0,1781,7037.6
0,1811,1683.5199999999998
0,1821,4674.304
0,1832,12983.68
0,1852,20247.8
0,1883,6293.919999999998
0,1921,2567.8905600000035
0,1922,13605.0
0,1929,1684.072
0,1936,9024.0
0,1992,3351.13962223616
0,2022,2000.0
0,2040,1368.8606720000018
0,2080,67.05782225633278
0,2084,203.79999999999995
0,2088,2600.0
0,2119,4461.0
0,2130,458.24000000000007
0,2153,620.5999999999999
0,2170,33754.0
0,2180,8344.0
0,2240,123.0
0,2280,4442.0
0,2286,20.0
0,2301,2710.4
0,2316,3241.0
0,2327,3523.0
0,2338,4470.0
0,2345,1183.2
0,2363,6240.0
0,2372,115.59999999999854
0,2380,4595.2
0,2414,4496.0
0,2445,5670.0
0,2485,1070.08
0,2499,16336.486400000002
0,2519,5000.0
0,2532,712.0
0,2533,2561.6000000000004
0,2638,21888.0
0,2643,1794.4
0,2653,39.83999999999999
0,2695,2120.9600000000005
0,2698,1252.8000000000002
0,2729,834.4000000000001
0,2740,10680.0
0,2765,1779.0
0,2802,275.9680000000001
0,2803,6473.0
0,2829,1408.0
0,2831,3862.0
0,2844,4668.544000000003
0,2846,4912.8
0,2861,2465.2800000000007
0,2897,200.0
0,2899,8500.0
0,2926,595.0
0,2934,376.0128000000001
0,2946,459.0
0,2961,161.0
0,2973,88.80000000000001
0,2994,483.8400000000001
0,3014,500.0
0,3084,8000.0
0,3091,116.8
0,3141,3067.711293997827
0,3148,30976.0
0,3151,3510.4
0,3155,26289.6
0,3156,1040.0
0,3168,1315.0
0,3189,145.0
0,3214,2400.0
0,3221,13466.845440000008
0,3236,665.0
0,3264,6400.0
0,3268,313.1999999999998
0,3305,678.6559999999998
0,3314,3140.0
0,3324,6574.752000000002
0,3328,692.8000000000001
0,3333,523.6000000000007
0,3357,904.8064000000004
0,3359,595.0
0,3361,1119.5999999999997
0,3451,2905.199999999999
0,3459,8576.0
0,3559,1294.0
0,3567,563.0
0,3584,4000.0
0,3751,9400.0
0,3787,1680.0
0,3808,4336.8
0,3819,2250.0
0,3878,6273.599999999999
0,3882,61.2
0,3887,378.0
0,3918,56482.556927358135
0,3968,720.64
0,4046,1860.0
0,4047,3750.0
0,4073,2552.4000000000005
0,4097,5217.6
0,4106,1683.0
0,4143,3346.2000000000007
0,4157,489.6
0,4233,1036.1999999999998
0,4265,2042.8160000000005
0,4292,2000.0
0,4333,2192.7304139186067
0,4369,960.0
0,4397,811.0
0,4448,15.2
1,259,44855.49420511112
1,301,312.47219189350403
1,330,33848.8
1,349,25754.21782016
1,357,228664.0
1,373,916.4799999999998
1,374,35544.0
1,424,2117.4933155840004
1,516,203.52
1,802,5000.0
1,878,696.0252201205758
1,888,1319.3999999999996
1,981,3460.16
1,1230,4380.0
1,1255,2793.0
1,1379,13183.0
1,1417,8000.0
1,1492,1411.2
1,1571,88.19999999999891
1,1643,7276.160000000001
1,2372,5194.50036591657
1,2580,3896.0
1,2669,3250.0
1,2756,3725.0
1,3063,2057.6
1,3336,1646.0
1,3586,764.32
1,3591,945.2
1,4463,565.1200000000001
2,141,139212.6554112
2,154,1271871.7536685867
2,261,1088.0
2,327,70000.0
2,457,7008.797592
2,490,2939.703679999991
2,530,8029.6
2,597,99.28704
2,628,581.7600000000001
2,684,4000.0
2,690,64639.0
2,750,1826.9717135360008
2,801,1961.6
2,839,1556.7760000000003
2,948,4000.0
2,994,17634.56
2,1021,32725.0
2,1091,2417.0
2,1144,35515.0
2,1147,18601.0
2,1151,6170.0
2,1197,39.799999999999955
2,1200,2082.4
